P_ID,COUNTRY,LOB,SITE,PR_SIZE,MC_SIZE,COUNTRY_RMEAN,LOB_RMEAN,SITE_RMEAN,PSIZE_RMEAN,CSIZE_RMEAN,SOC,SOC_MIT,PROC,PROC_MIT,ENG,ENG_MIT,WEA,WEA_MIT,MGM,MGM_MIT,SOC_EMEAN,PROC_EMEAN,ENG_EMEAN,WEA_EMEAN,MGM_EMEAN,DEV_RAN,DEV_EVE,DEV_TOT,DUR_BL,DUR_AC
PR00011,NO,8,10% - 25%,<0%,OTHER,0.140195752,0.165043835,0.296057145,0.012741769,0.33397678,5,1,4,0,1,1,8,3,7,3,0.039791986,0.042533329,0.016266716,0.044517374,0.009639279,0.298747114,0.105443622,0.435691713,25,35.89
PR00012,NO,1,25% - 40%,>80%,OTHER,0.081903338,0.011385019,0.131725284,0.302881812,0.410775149,8,2,3,3,5,1,0,0,5,2,0.044078682,0.012704528,0.011780361,0.029385207,0.006664683,0.319254751,0.033071885,0.362884992,8,10.9
PR00013,YES,2,25% - 40%,40% - 60%,OTHER,0.163398396,0.025308041,0.196893988,0.123984754,0.253777627,2,2,4,3,7,4,5,0,8,3,0.037488101,0.023993188,0.023993502,0.045950791,0.00723823,0.251466988,0.083750507,0.356277982,14,18.99
PR00014,YES,6,>90%,>80%,FIXED,0.174934995,0.104399306,0.050307332,0.141426604,0.24770918,8,0,3,1,0,0,3,3,8,2,0.047349287,0.02020626,0.025357296,0.030296093,0.006236759,0.211715595,0.032934498,0.25162284,28,35.05
PR00015,YES,3,25% - 40%,40% - 60%,FIXED,0.165919093,0.0483565,0.143595495,0.064665901,0.318767726,3,3,0,0,6,2,2,2,5,4,0.028337554,0.020925397,0.010382983,0.020791346,0.008762724,0.215575012,0.017050908,0.23630167,18,22.25
PR00016,NO,3,25% - 40%,0% - 20%,FIXED,0.076832123,0.122426264,0.099754514,0.020699307,0.240863816,1,1,0,0,4,4,1,1,7,3,0.035736721,0.0370832,0.015528009,0.050343815,0.007180993,0.160493977,0.001436199,0.162160677,26,30.22
PR00017,NO,6,10% - 25%,0% - 20%,FIXED,0.095474103,0.129739913,0.244357227,0.032869142,0.258556349,8,3,0,0,5,4,0,0,2,0,0.057921801,0.021235852,0.011365178,0.034452615,0.006747615,0.248341249,0.019701283,0.272935173,17,21.64
PR00018,YES,3,>90%,20% - 40%,FIXED,0.089982844,0.110382929,0.045666867,0.054780568,0.22409543,6,2,6,4,8,3,8,2,4,0,0.061349455,0.016923466,0.018165469,0.039599493,0.006917117,0.146154251,0.107657724,0.269546609,20,25.39
PR00019,NO,1,>90%,40% - 60%,FIXED,0.081778846,0.011299109,0.024339238,0.127585999,0.14222854,6,4,2,0,4,3,0,0,5,0,0.029331828,0.014208033,0.014791675,0.043687981,0.00750832,0.124153828,0.019251753,0.14579576,12,13.75
PR00020,NO,7,60% - 75%,60% - 80%,FIXED,0.066788155,0.194719284,0.113469293,0.143533788,0.216882431,6,1,7,0,3,3,0,0,6,4,0.039464481,0.020936517,0.012055411,0.028663521,0.006936381,0.243651443,0.054526443,0.311463332,34,44.59
PR00021,NO,4,>90%,40% - 60%,OTHER,0.049512995,0.11850964,0.025028185,0.111525373,0.557137511,5,1,8,3,5,0,8,2,2,0,0.076654151,0.019214404,0.02621144,0.034049183,0.006648582,0.225159772,0.138099195,0.39435335,18,25.1
PR00022,NO,1,>90%,40% - 60%,OTHER,0.093702872,0.009441651,0.045401477,0.093599084,0.282989911,3,1,4,4,2,2,2,1,0,0,0.04202534,0.027581968,0.022296142,0.030675909,0.008553702,0.147671332,0.010337716,0.159535632,18,20.87
PR00023,NO,3,60% - 75%,>80%,FIXED,0.073851826,0.133547065,0.128308286,0.400746319,0.189331321,5,1,4,4,8,0,5,4,7,2,0.046040457,0.014666384,0.014127024,0.022413215,0.011122519,0.357228051,0.061677841,0.440938947,23,33.14
PR00024,NO,6,60% - 75%,<0%,FIXED,0.100360545,0.207825013,0.103008636,0.006255394,0.31798426,4,4,3,3,0,0,3,3,4,3,0.03303349,0.026389372,0.019430013,0.035652653,0.007112646,0.20064848,0.000355632,0.20107547,14,16.82
PR00025,YES,1,<10%,60% - 80%,OTHER,0.18480299,0.007995057,0.267733089,0.059724988,0.401515768,3,3,8,4,7,1,0,0,8,4,0.05699531,0.023159304,0.020986034,0.034808166,0.008648218,0.283391307,0.07988729,0.385917961,6,8.32
PR00026,YES,6,60% - 75%,>80%,FIXED,0.114480345,0.257885108,0.108164253,0.162206552,0.15101807,5,2,2,1,5,2,0,0,8,0,0.030248405,0.023876233,0.007753294,0.028484518,0.006075259,0.265650618,0.023434187,0.295310111,24,31.09
PR00027,YES,4,75% - 90%,20% - 40%,OTHER,0.110181558,0.087938438,0.116787414,0.12903059,0.556388928,4,3,8,1,5,2,1,0,6,4,0.052836422,0.022765849,0.013325926,0.049610837,0.006966938,0.282604631,0.077060076,0.381442241,27,37.3
PR00028,NO,2,60% - 75%,60% - 80%,OTHER,0.080682128,0.02793403,0.093309762,0.152351994,0.259560146,4,4,5,3,1,1,7,0,2,0,0.029947342,0.024103718,0.014499972,0.019831476,0.008149784,0.199259542,0.043041276,0.250877203,9,11.26
PR00029,YES,7,25% - 40%,<0%,OTHER,0.202174037,0.117577637,0.158806052,0.006443184,0.204098417,7,1,2,2,7,4,0,0,8,0,0.045793811,0.020982833,0.018280396,0.046809731,0.009069764,0.1991524,0.039302524,0.246282116,29,36.14
PR00030,NO,1,75% - 90%,20% - 40%,OTHER,0.072858805,0.005986509,0.138434455,0.06951876,0.557115336,6,1,7,3,2,1,6,1,0,0,0.03589573,0.020166253,0.013203369,0.041039251,0.005983872,0.231767388,0.079494034,0.329685548,9,11.97
PR00031,NO,4,75% - 90%,<0%,FIXED,0.137842604,0.083350975,0.109865161,0.005928915,0.463344406,8,3,0,0,7,0,6,4,2,0,0.046261554,0.02268401,0.015428079,0.030422457,0.008118127,0.203139733,0.067744804,0.284646198,25,32.12
PR00032,NO,8,75% - 90%,40% - 60%,OTHER,0.058850433,0.194576552,0.129891184,0.148447625,0.468538614,5,1,2,0,8,0,3,1,2,1,0.044275118,0.025616602,0.019283103,0.042723648,0.007971349,0.303020179,0.103418942,0.437777148,30,43.13
PR00033,NO,1,60% - 75%,20% - 40%,OTHER,0.073282546,0.008786097,0.179135824,0.095499595,0.349623488,2,1,4,0,3,1,2,2,5,0,0.03333763,0.035491176,0.008150833,0.032276035,0.003885556,0.224534746,0.051748348,0.287902395,15,19.32
PR00034,YES,1,25% - 40%,40% - 60%,OTHER,0.095338065,0.009355395,0.229216766,0.09926353,0.382240148,2,1,8,3,6,0,2,2,1,1,0.02508129,0.036153363,0.014876837,0.021901416,0.00726073,0.262562409,0.091188519,0.377693605,6,8.27
PR00035,NO,5,10% - 25%,60% - 80%,OTHER,0.073281685,0.144396209,0.084671139,0.139462434,0.54989536,2,0,1,1,6,2,6,3,6,3,0.025414181,0.022485487,0.016316161,0.028006983,0.008212931,0.280021058,0.046683404,0.339776799,25,33.49
PR00036,NO,5,75% - 90%,<0%,FIXED,0.057322955,0.111459621,0.093721681,0.009818609,0.373591927,4,1,8,2,4,0,2,2,1,1,0.052981183,0.023135721,0.015646802,0.033665279,0.007833084,0.171391008,0.074626359,0.258807653,17,21.4
PR00037,YES,3,50% - 60%,>80%,FIXED,0.169883928,0.056430969,0.157711336,0.173476284,0.201921705,0,0,0,0,7,4,0,0,3,0,0.027868677,0.026418017,0.028168198,0.03151209,0.009395246,0.256884228,0.035211124,0.301140534,17,22.12
PR00038,YES,3,10% - 25%,40% - 60%,FIXED,0.18770326,0.053672299,0.21308827,0.101638932,0.22902146,7,3,0,0,1,1,0,0,5,2,0.020752836,0.01969487,0.013086848,0.030915547,0.007771084,0.256810234,0.00531623,0.263491726,26,32.85
PR00039,YES,4,25% - 40%,>80%,OTHER,0.134039589,0.062219619,0.147349848,0.169864411,0.755857741,2,2,4,1,1,0,7,4,1,1,0.046829874,0.018985362,0.02159951,0.048764419,0.010754411,0.355252481,0.054985281,0.42977142,29,41.46
PR00040,YES,4,75% - 90%,0% - 20%,FIXED,0.239908468,0.083849949,0.103431196,0.040702416,0.204893686,7,4,0,0,5,0,4,4,6,0,0.03855423,0.034541253,0.021064165,0.039976894,0.005241611,0.186182221,0.049483948,0.244879201,29,36.1
PR00041,NO,7,<10%,<0%,FIXED,0.062421495,0.158767948,0.262193598,0.010555429,0.21877149,0,0,8,4,0,0,6,4,3,0,0.033531596,0.020692379,0.014521267,0.032834664,0.004459753,0.240243495,0.038633684,0.288158669,36,46.37
PR00042,NO,7,75% - 90%,60% - 80%,OTHER,0.096244216,0.131721841,0.112915819,0.178427895,0.496254309,3,2,8,2,8,0,8,0,2,2,0.044086327,0.026558418,0.023987927,0.031656181,0.007897044,0.303688114,0.177420725,0.534989404,26,39.91
PR00043,NO,5,<10%,0% - 20%,OTHER,0.057930873,0.171739323,0.156771864,0.033396297,0.393691147,3,0,4,0,7,1,3,0,2,1,0.040654522,0.022566338,0.020705358,0.035151141,0.007395675,0.236930282,0.104331111,0.365980593,20,27.32
PR00044,NO,5,<10%,60% - 80%,OTHER,0.082144563,0.125502265,0.410628572,0.116472437,0.360007904,3,3,7,3,4,0,2,2,6,1,0.026154025,0.024653271,0.020192897,0.0357034,0.007029284,0.389631677,0.063649881,0.478081569,28,41.39
PR00045,NO,7,50% - 60%,>80%,OTHER,0.075070933,0.109233062,0.143013195,0.206495364,0.315916987,2,0,8,1,3,0,1,1,2,0,0.022312041,0.033077393,0.024701921,0.014962162,0.003805808,0.285721782,0.101716616,0.41650105,30,42.5
PR00046,NO,2,75% - 90%,0% - 20%,FIXED,0.123308789,0.039818406,0.088855367,0.052368222,0.289157528,3,3,1,1,0,0,0,0,5,2,0.067818517,0.022452512,0.007714144,0.042143696,0.006099305,0.16505058,0.000914896,0.16611648,17,19.82
PR00047,YES,3,60% - 75%,<0%,FIXED,0.150497486,0.078446988,0.097043431,0.009440102,0.345305406,5,4,1,1,6,2,1,1,6,0,0.039824564,0.038027085,0.012842974,0.049808889,0.004763389,0.175936442,0.023969004,0.204122467,29,34.92
PR00048,NO,7,25% - 40%,>80%,FIXED,0.085158793,0.115709283,0.212688299,0.162973707,0.235073658,8,4,5,2,2,2,6,2,6,0,0.039042889,0.030854313,0.018680904,0.029107317,0.006534923,0.286590278,0.06082379,0.364845575,26,35.49
PR00049,NO,2,60% - 75%,40% - 60%,FIXED,0.0802225,0.025354456,0.202273847,0.088035024,0.308233259,1,1,5,1,7,4,6,2,2,2,0.058202719,0.022646,0.018915945,0.038219554,0.004553894,0.230451924,0.080449977,0.329441753,17,22.6
PR00050,YES,3,50% - 60%,60% - 80%,FIXED,0.139332145,0.073068359,0.097594867,0.090893239,0.268632526,6,3,1,1,4,1,2,2,5,0,0.027597513,0.027536188,0.011787476,0.026929384,0.009800578,0.197757495,0.020734743,0.222592688,17,20.78
PR00051,YES,4,>90%,20% - 40%,FIXED,0.288249291,0.048143994,0.053339655,0.047914928,0.244745531,5,1,3,3,5,3,5,3,5,0,0.03815186,0.023237095,0.01425543,0.028124149,0.008972974,0.171669454,0.032527619,0.209781072,12,14.52
PR00052,NO,4,50% - 60%,20% - 40%,OTHER,0.111577766,0.108040408,0.243265505,0.083509745,0.69853955,1,1,8,3,1,1,1,1,8,2,0.043917758,0.024366342,0.012523497,0.046753729,0.006904609,0.35782321,0.038620895,0.410263558,21,29.62
PR00053,YES,2,<10%,20% - 40%,OTHER,0.163699782,0.020837375,0.314127239,0.090237486,0.478656689,7,2,4,3,3,1,7,0,7,2,0.059685442,0.023135032,0.018213181,0.026382533,0.009731795,0.336904869,0.07580091,0.438243476,18,25.89
PR00054,NO,2,25% - 40%,20% - 40%,OTHER,0.121785939,0.019709244,0.133046961,0.072285645,0.541891737,1,1,2,2,3,0,0,0,0,0,0.033154052,0.016984418,0.021670895,0.039671176,0.005649281,0.241314612,0.026005074,0.27359509,16,20.38
PR00055,YES,2,75% - 90%,40% - 60%,FIXED,0.167704635,0.03410192,0.086226829,0.11623819,0.269622383,1,1,2,2,4,0,7,3,5,1,0.052695283,0.027809262,0.017642604,0.030539956,0.008004537,0.19892849,0.054261038,0.263983594,14,17.7
PR00056,NO,6,60% - 75%,0% - 20%,OTHER,0.100103009,0.275917748,0.152166365,0.015326683,0.495447597,7,2,4,1,0,0,5,4,0,0,0.031541066,0.0285358,0.019550365,0.041628001,0.007407578,0.28563197,0.041893087,0.339491061,21,28.13
PR00057,YES,8,25% - 40%,20% - 40%,OTHER,0.145303989,0.207452556,0.210281827,0.101209428,0.469797734,8,1,8,3,7,0,0,0,3,0,0.038483276,0.02611394,0.014932348,0.040903451,0.009484786,0.341001739,0.095873349,0.469568067,34,49.97
PR00058,NO,7,10% - 25%,0% - 20%,FIXED,0.058901873,0.253607984,0.176614844,0.02705723,0.18613374,7,0,6,3,1,0,2,2,1,1,0.028503067,0.02251609,0.016791584,0.028587199,0.008716257,0.226925555,0.036957189,0.272269274,25,31.81
PR00059,NO,7,<10%,<0%,OTHER,0.057571226,0.095891291,0.18591222,0.007574334,0.350500683,1,1,7,1,2,0,2,2,5,1,0.032548616,0.021191742,0.02339227,0.026577793,0.009452365,0.207125046,0.058749426,0.278042949,29,37.06
PR00060,NO,8,10% - 25%,20% - 40%,OTHER,0.152215257,0.25409683,0.240723447,0.055368781,0.451656492,3,3,0,0,4,1,4,3,6,4,0.040041684,0.019630619,0.017992148,0.036960119,0.007595751,0.345049513,0.029742177,0.385054213,26,36.01
PR00061,NO,8,>90%,0% - 20%,FIXED,0.096796707,0.313211755,0.045982915,0.028458226,0.195152233,5,4,3,3,4,4,1,1,5,0,0.04484943,0.02735743,0.013126514,0.03590874,0.011656037,0.189573885,0.005156481,0.1957079,27,32.28
PR00062,NO,2,>90%,<0%,FIXED,0.098634695,0.018128729,0.029782741,0.008665585,0.337269973,6,1,0,0,3,3,1,1,4,4,0.035726866,0.02506526,0.016610701,0.022904132,0.00919819,0.111843716,0.008931716,0.121774388,10,11.22
PR00063,NO,7,60% - 75%,<0%,OTHER,0.051194194,0.151931744,0.086488864,0.010821469,0.378503604,0,0,3,0,1,1,4,4,1,0,0.022108989,0.041675049,0.024646438,0.040124852,0.004696804,0.180174249,0.037742384,0.224716839,26,31.84
PR00064,NO,1,50% - 60%,40% - 60%,OTHER,0.086157766,0.006680703,0.095647691,0.082910549,0.403406723,3,0,4,2,1,1,6,1,1,1,0.021014387,0.022676195,0.020663666,0.052462562,0.007893586,0.189196229,0.069220437,0.271512911,7,8.9
PR00065,NO,2,<10%,20% - 40%,FIXED,0.087519922,0.030948958,0.171982549,0.067927749,0.21485456,8,3,7,0,4,1,4,1,1,0,0.038834781,0.027201235,0.014921359,0.027106202,0.008387304,0.189714733,0.101420007,0.310375609,10,13.1
PR00066,YES,7,<10%,<0%,OTHER,0.209539848,0.175079642,0.34831705,0.008520877,0.32794335,3,3,3,3,6,1,6,0,0,0,0.02541042,0.020762294,0.010396817,0.030600538,0.006328637,0.338439496,0.05751428,0.41541888,31,43.88
PR00067,NO,8,75% - 90%,20% - 40%,FIXED,0.098378293,0.18859576,0.082781377,0.107357662,0.279941355,2,0,1,1,3,2,2,1,6,4,0.069319165,0.022382234,0.026897343,0.028836625,0.006070518,0.227312177,0.02406523,0.256847728,34,42.73
PR00068,YES,1,75% - 90%,20% - 40%,OTHER,0.13987461,0.005271265,0.123740463,0.036167036,0.27865934,0,0,5,4,2,1,0,0,5,4,0.044222658,0.043088112,0.027837553,0.042173515,0.005817283,0.165241919,0.024352319,0.193618262,16,19.1
PR00069,NO,5,10% - 25%,0% - 20%,OTHER,0.07894484,0.109154432,0.244428813,0.026612397,0.13516702,1,1,2,0,6,2,2,2,2,2,0.041269207,0.03093656,0.018018962,0.046695513,0.010635711,0.211089307,0.047392275,0.268485585,26,32.98
PR00070,YES,6,<10%,0% - 20%,FIXED,0.156615123,0.166708416,0.371354361,0.020957648,0.269394333,4,3,0,0,1,1,1,1,7,3,0.042938561,0.013728243,0.015844683,0.048453291,0.008164064,0.33137042,0.003779741,0.336402656,15,20.05
PR00071,NO,2,>90%,<0%,FIXED,0.061766269,0.022210602,0.057070061,0.005667448,0.241499149,0,0,2,2,3,1,7,3,2,2,0.035520187,0.036933228,0.015584696,0.040880951,0.011455361,0.098685018,0.045172517,0.148315386,15,17.22
PR00072,YES,8,50% - 60%,>80%,FIXED,0.180994353,0.18539135,0.057630913,0.211913235,0.207343019,8,1,6,1,1,0,3,2,7,3,0.036083852,0.028267795,0.020395482,0.019791015,0.005183212,0.268056953,0.06818408,0.35451825,28,37.93
PR00073,YES,6,25% - 40%,0% - 20%,OTHER,0.216173844,0.15235454,0.234511384,0.02035782,0.563152601,4,0,0,0,0,0,8,1,3,0,0.037751661,0.028172769,0.022607353,0.032059933,0.013193974,0.329006253,0.054413335,0.401321915,19,26.63
PR00074,NO,2,>90%,<0%,FIXED,0.073686577,0.029250563,0.040132918,0.005743747,0.323410249,6,3,2,2,3,3,0,0,8,1,0.032002136,0.022604458,0.010730809,0.02637124,0.012805734,0.111132867,0.009282327,0.121446766,8,8.97
PR00075,YES,2,<10%,60% - 80%,FIXED,0.190048581,0.037400204,0.357692151,0.10609558,0.275515255,7,0,1,1,6,1,7,4,2,1,0.020048664,0.028171303,0.019617653,0.031437699,0.010074687,0.336226694,0.065618693,0.423908143,12,17.09
PR00076,NO,2,>90%,60% - 80%,FIXED,0.095890816,0.048898514,0.054215459,0.13842184,0.348051329,1,0,7,4,5,4,6,3,3,3,0.033494306,0.024821924,0.014879931,0.032654609,0.010533968,0.199776633,0.049559184,0.259236584,8,10.07
PR00077,NO,2,50% - 60%,60% - 80%,OTHER,0.069402554,0.027426522,0.165685095,0.180354228,0.34645187,2,1,3,0,1,1,2,1,4,0,0.040610799,0.0286473,0.027590054,0.044744064,0.009103544,0.264418503,0.038582632,0.313203097,12,15.76
PR00078,YES,1,>90%,60% - 80%,OTHER,0.184861163,0.008308989,0.034910387,0.106836919,0.521354847,1,1,0,0,4,1,5,3,4,2,0.023985176,0.027193338,0.025677455,0.023011083,0.008975263,0.214609552,0.040914905,0.264305186,16,20.23
PR00079,YES,2,<10%,<0%,FIXED,0.092139199,0.016336672,0.154645953,0.012454117,0.205031209,1,1,1,0,2,2,3,2,1,1,0.046286999,0.021537717,0.013334678,0.027772785,0.008243846,0.147885118,0.012015872,0.161677959,9,10.46
PR00080,YES,7,<10%,20% - 40%,FIXED,0.127085259,0.151269909,0.173087598,0.034183445,0.31559572,3,1,4,0,1,1,2,2,7,2,0.038425649,0.020995918,0.018565242,0.041726873,0.008519592,0.23755269,0.031167565,0.276124194,34,43.39
PR00081,NO,4,<10%,20% - 40%,FIXED,0.089351012,0.119150504,0.25227925,0.021500716,0.301547376,7,2,0,0,1,1,6,4,4,3,0.04031085,0.023360061,0.012327258,0.066096793,0.007415339,0.250814812,0.036887197,0.296953864,13,16.86
PR00082,NO,4,25% - 40%,20% - 40%,FIXED,0.076974708,0.094156086,0.17157357,0.102992766,0.170599923,6,1,5,0,5,0,7,3,6,4,0.046703635,0.024309409,0.025632711,0.04254185,0.008282648,0.21504492,0.134267189,0.378185585,22,30.32
PR00083,NO,8,>90%,>80%,OTHER,0.102281032,0.18620382,0.035590714,0.123117068,0.418263891,2,1,0,0,1,1,2,2,1,1,0.068112221,0.023524861,0.018783124,0.030931878,0.00591875,0.239324021,0.003405611,0.243544677,35,43.52
PR00084,YES,6,75% - 90%,<0%,FIXED,0.206629667,0.117661764,0.103298241,0.007093825,0.207671155,2,1,6,0,3,2,4,1,5,2,0.03939201,0.034835975,0.013685595,0.051610151,0.006350089,0.173354726,0.102067197,0.293115755,29,37.5
PR00085,YES,6,>90%,60% - 80%,OTHER,0.155874067,0.140083411,0.066724658,0.125801601,0.401177394,4,1,2,0,4,0,3,1,7,2,0.077231839,0.016886202,0.01766696,0.02473177,0.007522292,0.249698445,0.061756915,0.326875965,24,31.85
PR00086,YES,6,50% - 60%,20% - 40%,FIXED,0.173373803,0.124452642,0.174260382,0.083301352,0.306803781,5,0,1,0,0,0,5,0,8,0,0.026786785,0.026298054,0.010286872,0.044210664,0.008592664,0.262152176,0.062233843,0.340700756,21,28.15
PR00087,YES,6,75% - 90%,20% - 40%,FIXED,0.269463948,0.087454052,0.056101181,0.123561388,0.28072869,1,1,6,2,2,2,7,4,5,3,0.030545304,0.029386637,0.011999651,0.023201705,0.007032192,0.226106028,0.049888206,0.287274258,28,36.04
PR00088,YES,2,<10%,>80%,OTHER,0.181390874,0.031267963,0.202095805,0.318012344,0.585201229,1,1,2,2,5,2,7,4,7,1,0.041263825,0.026314365,0.014183319,0.027987641,0.006358917,0.422752884,0.035720242,0.473573961,17,25.05
PR00089,YES,2,50% - 60%,0% - 20%,OTHER,0.203855834,0.02418307,0.169577947,0.01886308,0.346409105,6,3,6,4,0,0,7,0,0,0,0.027156537,0.018991442,0.020210541,0.031649627,0.009985718,0.211528422,0.059777823,0.283950954,14,17.98
PR00090,YES,4,75% - 90%,0% - 20%,OTHER,0.21590768,0.074135037,0.106708816,0.018837453,0.228554813,4,0,1,0,2,0,7,3,1,1,0.019053416,0.0372968,0.013869287,0.031721831,0.008282708,0.173906144,0.051472618,0.234330166,29,35.8
PR00091,NO,7,50% - 60%,40% - 60%,OTHER,0.085320269,0.154894782,0.19996517,0.107253597,0.580446972,2,1,7,2,4,0,7,2,8,1,0.050639758,0.027524212,0.024510428,0.048981823,0.009750722,0.333231267,0.135429566,0.513790198,32,48.44
PR00092,YES,5,25% - 40%,<0%,FIXED,0.137605479,0.16709688,0.131708798,0.008651552,0.150320111,3,3,0,0,4,4,3,3,8,3,0.032369502,0.021479588,0.013461971,0.03241992,0.013143736,0.177894357,0.003285934,0.18176484,13,15.36
PR00093,NO,6,>90%,>80%,OTHER,0.069715093,0.159897027,0.060751401,0.210957692,0.573057599,0,0,7,4,3,3,2,2,3,2,0.039133691,0.019316791,0.01016673,0.017778301,0.007721056,0.312378193,0.017771164,0.335700681,15,20.04
PR00094,NO,1,<10%,60% - 80%,OTHER,0.123452484,0.00696119,0.195275501,0.101459654,0.702888238,1,0,0,0,8,3,7,3,5,3,0.037497908,0.026062779,0.013628514,0.032745877,0.009743154,0.315724079,0.05630294,0.389803212,15,20.85
PR00095,YES,5,60% - 75%,0% - 20%,OTHER,0.197736834,0.122229495,0.16839719,0.033624976,0.421418279,0,0,7,3,0,0,6,0,0,0,0.035270623,0.017033822,0.015752257,0.036688683,0.006994756,0.261510954,0.064467006,0.342836788,16,21.49
PR00096,YES,1,10% - 25%,0% - 20%,OTHER,0.115904515,0.008038256,0.137012613,0.027629182,0.453658801,2,1,0,0,7,0,7,2,7,1,0.032531509,0.016047107,0.019880528,0.046057215,0.008296027,0.198645037,0.105838078,0.325507324,7,9.28
PR00097,NO,8,10% - 25%,40% - 60%,OTHER,0.095403037,0.205777829,0.234678632,0.085531329,0.564675902,3,3,6,3,8,2,3,3,0,0,0.049066042,0.055453309,0.017499311,0.042588753,0.008763493,0.353854117,0.091906325,0.478281874,33,48.78
PR00098,YES,3,<10%,20% - 40%,FIXED,0.238950401,0.085189095,0.175574965,0.077148968,0.150828504,6,1,2,2,0,0,2,0,2,2,0.042388,0.028980722,0.010583828,0.028480198,0.009475903,0.229874476,0.021989079,0.256918283,12,15.08
PR00099,NO,1,10% - 25%,40% - 60%,FIXED,0.081172207,0.008053768,0.127911202,0.057436884,0.207562742,6,2,4,1,4,0,5,4,0,0,0.036315271,0.013562377,0.016482875,0.027027218,0.008718922,0.152837163,0.051247237,0.211916882,18,21.81
PR00100,YES,7,25% - 40%,0% - 20%,FIXED,0.135532364,0.183466243,0.241014368,0.046745037,0.106376858,5,2,6,1,5,2,8,3,1,1,0.035220432,0.018773514,0.015710976,0.037908169,0.007879794,0.24730142,0.090204676,0.35981384,35,47.59
PR00101,NO,3,25% - 40%,<0%,FIXED,0.105799211,0.055771189,0.260546826,0.010493474,0.17245758,5,0,6,2,1,1,4,2,2,2,0.034267407,0.014578648,0.010486556,0.029352083,0.007938512,0.207902865,0.037802063,0.253564085,19,23.82
PR00102,YES,1,75% - 90%,0% - 20%,FIXED,0.130055001,0.010065559,0.078789271,0.033359548,0.315942049,6,3,5,3,3,3,3,2,5,4,0.044197236,0.020048795,0.013739987,0.02068254,0.008464518,0.148293488,0.023218596,0.17495525,13,15.27
PR00103,YES,6,10% - 25%,20% - 40%,FIXED,0.117157162,0.13696582,0.260641908,0.065054474,0.297750449,5,4,3,0,1,1,0,0,2,2,0.042699628,0.030456301,0.011894331,0.03257697,0.009245313,0.286919459,0.029545652,0.324942334,21,27.82
