P_ID,COUNTRY,LOB,SITE,PR_SIZE,MC_SIZE,COUNTRY_RMEAN,LOB_RMEAN,SITE_RMEAN,PSIZE_RMEAN,CSIZE_RMEAN,SOC,SOC_MIT,PROC,PROC_MIT,ENG,ENG_MIT,WEA,WEA_MIT,MGM,MGM_MIT,SOC_EMEAN,PROC_EMEAN,ENG_EMEAN,WEA_EMEAN,MGM_EMEAN,DEV_RAN,DEV_EVE,DEV_TOT,DUR_BL,DUR_AC
PR00011,Argentina,Renewables - Wind,Harsh >50% of activity duration,<20MM,Medium,0.027603833,0.047581015,0.147660926,0.201352945,0.23825941,3,1,5,4,5,0,0,0,3,0,0.014900304,0.009812959,0.010107644,0.025683607,0.008226758,0.176402145,0.071264282,0.260237599,24,30.25
PR00012,Peru,Renewables - Wind,Fair >80% of activity duration,<200MM,Large,0.028255739,0.031819247,0.083970867,0.149487219,0.087882285,6,4,4,0,1,0,7,4,6,0,0.043694447,0.01778899,0.019773084,0.019293866,0.006549242,0.104665867,0.161248879,0.282791999,9,11.55
PR00013,Peru,Renewables - Solar,Fair >50% of activity duration,<200MM,Medium,0.025974657,0.032286561,0.110324327,0.166720972,0.129669282,7,3,0,0,6,4,6,3,1,1,0.035935742,0.013268536,0.012776028,0.026163161,0.004509633,0.128187871,0.146115499,0.293033605,15,19.4
PR00014,Chile,O&G - Downstream,Fair >80% of activity duration,<200MM,Large,0.013777009,0.07502806,0.216282734,0.076974562,0.103108692,5,3,3,2,0,0,8,1,0,0,0.065031182,0.038059388,0.01099303,0.028393834,0.00967041,0.137422855,0.210612307,0.376978107,20,27.54
PR00015,Argentina,O&G - Upstream,Harsh >50% of activity duration,<2MM,Medium,0.021724209,0.033297134,0.08917282,0.30227967,0.165850698,2,2,7,4,2,2,7,3,4,2,0.047356108,0.02711901,0.015743344,0.020351027,0.0028243,0.166619077,0.082966027,0.263408827,6,7.58
PR00016,Chile,Renewables - Wind,Harsh >50% of activity duration,<20MM,Small,0.043156388,0.05907801,0.139337938,0.258792575,0.196292526,0,0,1,1,5,0,6,3,3,3,0.103033905,0.018997574,0.009090401,0.054917456,0.010662505,0.186374451,0.121577424,0.3306108,8,10.64
PR00017,Peru,O&G - Downstream,Harsh >50% of activity duration,<200MM,Medium,0.041567032,0.070942794,0.130950404,0.153937727,0.354850809,5,3,5,3,6,2,3,0,5,0,0.016723418,0.010547812,0.010308293,0.06385904,0.011906988,0.183470539,0.222549371,0.446851163,17,24.6
PR00018,Peru,O&G - Upstream,Fair >50% of activity duration,<200MM,Medium,0.073441068,0.043491847,0.096472598,0.213094322,0.249946737,3,1,1,0,8,4,6,4,1,1,0.042982266,0.029120197,0.028902257,0.039311157,0.012238105,0.173041542,0.166748691,0.368644684,20,27.37
PR00019,Argentina,Renewables - Solar,Fair >80% of activity duration,<2MM,Small,0.049701445,0.022806169,0.071879416,0.063408014,0.315744314,6,1,8,0,5,2,0,0,5,2,0.031708943,0.023382409,0.012804862,0.033725895,0.006098496,0.124488703,0.198100356,0.347250316,14,18.86
PR00020,Chile,Mining,Fair >80% of activity duration,<200MM,Small,0.030756696,0.029681728,0.087330232,0.09981826,0.369497465,8,2,4,0,3,1,3,1,3,0,0.024018939,0.042302072,0.010651366,0.033875489,0.005317154,0.147950324,0.212944498,0.39240003,10,13.92
PR00021,Chile,Renewables - Solar,Fair >50% of activity duration,<20MM,Medium,0.011502383,0.007632472,0.277026999,0.199114449,0.277670298,7,3,1,0,1,1,6,3,6,2,0.035631225,0.012938171,0.016187705,0.022865507,0.007674151,0.229336413,0.161897816,0.428363294,20,28.57
PR00022,Peru,Renewables - Wind,Fair >50% of activity duration,<200MM,Medium,0.11088338,0.047809232,0.115882375,0.148472917,0.147897565,8,3,1,1,5,1,2,1,0,0,0.052557309,0.032889961,0.014882971,0.039397646,0.008207055,0.150585645,0.211076458,0.393447187,18,25.08
PR00023,Peru,Renewables - Solar,Harsh >50% of activity duration,<20MM,Large,0.038764918,0.022518705,0.189351625,0.139462275,0.084900921,4,2,2,1,6,3,1,1,4,1,0.067335793,0.019472666,0.022810083,0.011680086,0.006849635,0.145376681,0.142382415,0.308458179,18,23.55
PR00024,Chile,O&G - Upstream,Fair >50% of activity duration,<200MM,Medium,0.02832076,0.05428306,0.208014239,0.113842571,0.163956846,1,0,6,1,6,0,4,0,6,1,0.072251077,0.0205175,0.014520299,0.030684,0.008389139,0.159944179,0.238404464,0.43648005,16,22.98
PR00025,Chile,O&G - Upstream,Fair >50% of activity duration,<200MM,Small,0.010368246,0.041845059,0.135072473,0.28605487,0.234054507,6,1,4,4,0,0,6,1,3,0,0.04306348,0.038736282,0.017964498,0.051129278,0.003185325,0.191340666,0.292134249,0.539372078,6,9.24
PR00026,Chile,O&G - Downstream,Fair >50% of activity duration,<200MM,Medium,0.025708689,0.025335836,0.035914727,0.175903738,0.254357332,3,2,3,1,3,3,6,1,6,2,0.026918075,0.028448677,0.027499446,0.024891251,0.008109599,0.125702442,0.143177071,0.286877221,20,25.74
PR00027,Chile,Renewables - Solar,Fair >50% of activity duration,<200MM,Small,0.02487688,0.05026552,0.157697041,0.215876715,0.237228366,6,0,2,1,3,3,1,0,4,1,0.030994061,0.041699951,0.012135994,0.026816959,0.012649165,0.18402,0.180211273,0.397393751,10,13.97
PR00028,Argentina,Renewables - Wind,Harsh >50% of activity duration,<200MM,Large,0.04305515,0.033423453,0.126455068,0.09456097,0.070933899,2,1,0,0,2,0,6,0,2,1,0.021705027,0.00917787,0.025349467,0.029069879,0.007808965,0.105572058,0.150833012,0.272328822,8,10.18
PR00029,Peru,Renewables - Wind,Fair >80% of activity duration,<20MM,Medium,0.037332122,0.063712049,0.111262009,0.127910237,0.141429699,5,2,6,2,3,1,3,3,4,3,0.05503619,0.023127164,0.011681037,0.026268931,0.005449422,0.123682447,0.148573631,0.290632029,21,27.1
PR00030,Argentina,Renewables - Solar,Fair >50% of activity duration,<200MM,Large,0.04306043,0.035702309,0.099020119,0.107276437,0.240207481,8,3,5,4,6,0,8,4,5,4,0.060063182,0.019012398,0.033712255,0.042231062,0.008419676,0.132382698,0.397754873,0.582793434,9,14.25
PR00031,Peru,O&G - Downstream,Fair >80% of activity duration,<20MM,Small,0.03809901,0.160170283,0.093990573,0.243655769,0.167767133,8,1,3,3,7,1,4,1,1,1,0.041001033,0.018166279,0.01008074,0.048462577,0.006250199,0.161779653,0.289679199,0.498323053,19,28.47
PR00032,Peru,Mining,Harsh >50% of activity duration,<20MM,Small,0.04343861,0.029756572,0.165747756,0.368135773,0.293188429,7,3,4,3,4,4,4,0,3,1,0.014653157,0.024917238,0.023761837,0.038068785,0.005850494,0.247725001,0.146954682,0.431084032,9,12.88
PR00033,Chile,Renewables - Wind,Fair >80% of activity duration,<2MM,Large,0.020983282,0.062395209,0.034039152,0.247649498,0.110248753,6,0,5,2,1,0,6,3,2,0,0.035202671,0.017419475,0.030402373,0.037267451,0.009669512,0.118325842,0.246641685,0.394151612,10,13.94
PR00034,Argentina,Mining,Harsh >50% of activity duration,<2MM,Large,0.026399304,0.040532528,0.201039066,0.419088759,0.154460124,0,0,5,3,7,1,1,0,6,1,0.025972826,0.019696733,0.024019049,0.028401767,0.009181256,0.245660732,0.148792203,0.431005336,13,18.6
PR00035,Peru,Mining,Fair >50% of activity duration,<200MM,Medium,0.048835843,0.057734122,0.123712711,0.15573631,0.071092884,5,1,1,1,6,1,0,0,4,1,0.019348117,0.02486744,0.016439995,0.061270529,0.009314818,0.125520221,0.115479925,0.255495212,20,25.11
PR00036,Chile,O&G - Upstream,Fair >50% of activity duration,<2MM,Medium,0.027952595,0.050020165,0.113226536,0.392274007,0.233391947,1,1,2,0,6,3,3,0,7,4,0.028221622,0.020449191,0.027574782,0.060975572,0.009567946,0.219140363,0.194136473,0.455819974,17,24.75
PR00037,Peru,O&G - Downstream,Fair >50% of activity duration,<2MM,Medium,0.056164221,0.073592223,0.178450342,0.237045456,0.106219954,0,0,5,2,5,3,5,3,1,1,0.026923643,0.013953948,0.018878915,0.033778,0.00842423,0.181458431,0.07406416,0.268962157,20,25.38
PR00038,Argentina,Mining,Harsh >50% of activity duration,<200MM,Large,0.055998328,0.019420666,0.052160345,0.09808033,0.21437941,8,1,0,0,5,1,0,0,5,0,0.036639545,0.020498882,0.014840527,0.030494246,0.006811132,0.108134734,0.2176228,0.349290119,9,12.14
PR00039,Chile,O&G - Upstream,Harsh >50% of activity duration,<200MM,Medium,0.018184343,0.037105904,0.121629431,0.145754198,0.232984035,2,1,6,0,5,3,6,2,2,2,0.035262963,0.023835165,0.004215054,0.02312287,0.009611814,0.14537622,0.130921567,0.29533067,16,20.73
PR00040,Chile,O&G - Upstream,Fair >80% of activity duration,<200MM,Large,0.035235609,0.047308857,0.069895575,0.095313615,0.236871535,6,0,5,3,1,1,3,0,4,4,0.044229446,0.032526459,0.023539003,0.043529073,0.01375342,0.115100966,0.260346859,0.405414001,9,12.65
PR00041,Chile,Mining,Harsh >50% of activity duration,<20MM,Small,0.028034195,0.054863064,0.261772361,0.230386422,0.230804231,2,2,6,2,5,0,7,2,4,2,0.040376009,0.021079559,0.025774562,0.047735018,0.007703428,0.229737419,0.252559696,0.540319528,24,36.97
PR00042,Peru,Renewables - Solar,Fair >80% of activity duration,<20MM,Large,0.043841062,0.022275639,0.092170547,0.155388397,0.330741832,7,4,8,2,8,3,8,0,2,2,0.035290735,0.037420509,0.012535499,0.042705807,0.005603331,0.161707152,0.378433011,0.601335487,8,12.81
PR00043,Peru,Renewables - Solar,Fair >50% of activity duration,<2MM,Medium,0.039710709,0.025218044,0.073009111,0.371822036,0.199613616,5,0,3,2,4,4,1,1,8,2,0.037552361,0.036147658,0.026036992,0.029183177,0.010561572,0.191861558,0.188678198,0.416739849,21,29.75
PR00044,Chile,Renewables - Wind,Fair >80% of activity duration,<2MM,Large,0.035906073,0.07048605,0.079129022,0.106382554,0.155354844,3,3,5,3,6,2,3,3,1,1,0.069024477,0.019356793,0.028235109,0.068608521,0.010020006,0.107138165,0.070019972,0.184659948,23,27.25
PR00045,Argentina,Renewables - Wind,Fair >80% of activity duration,<2MM,Small,0.045669376,0.0289972,0.080413422,0.192106338,0.309321644,6,3,3,1,8,4,0,0,6,4,0.032175167,0.026989486,0.038126443,0.024148558,0.011254971,0.164528803,0.175570769,0.368986021,20,27.38
PR00046,Argentina,Mining,Fair >50% of activity duration,<200MM,Small,0.055735795,0.032101269,0.151222493,0.24431531,0.261990513,3,3,3,2,0,0,5,0,1,1,0.041855147,0.015424137,0.012977918,0.033802029,0.009920071,0.201720705,0.106804535,0.330069926,20,26.6
PR00047,Peru,O&G - Downstream,Fair >80% of activity duration,<2MM,Medium,0.03712095,0.119998844,0.071094438,0.154618844,0.194852383,5,3,0,0,5,1,3,0,7,0,0.051292233,0.009162843,0.02363664,0.009848604,0.004855385,0.129074085,0.160539142,0.310334669,14,18.34
PR00048,Peru,O&G - Upstream,Fair >80% of activity duration,<200MM,Large,0.047686116,0.053737481,0.08734519,0.197106092,0.108146845,4,4,7,2,5,2,5,4,3,1,0.04124618,0.016745017,0.031433772,0.027794819,0.006710432,0.130307676,0.106552194,0.250744438,21,26.27
PR00049,Chile,O&G - Downstream,Harsh >50% of activity duration,<2MM,Medium,0.039500527,0.089606628,0.270180607,0.217837247,0.498850672,8,3,6,2,6,4,0,0,6,4,0.059240532,0.024570897,0.031390878,0.032085002,0.012650007,0.287549015,0.268811743,0.633657309,14,22.87
PR00050,Chile,O&G - Downstream,Fair >80% of activity duration,<2MM,Medium,0.022152003,0.03388464,0.146544455,0.359037683,0.369392747,2,2,4,0,4,4,7,3,4,1,0.043009776,0.038858812,0.010848614,0.044897149,0.007736723,0.247439869,0.185365663,0.478672388,8,11.83
PR00051,Chile,O&G - Downstream,Fair >80% of activity duration,<20MM,Small,0.039529925,0.068683555,0.053583578,0.188773048,0.221578841,2,2,7,0,1,1,5,3,4,2,0.045245929,0.033470547,0.026333297,0.012373425,0.001355397,0.135697773,0.099561745,0.248769825,16,19.98
PR00052,Chile,Renewables - Wind,Harsh >50% of activity duration,<20MM,Small,0.014189714,0.078081773,0.195401146,0.191276614,0.183339474,2,2,1,1,8,3,8,3,8,3,0.03178159,0.0284393,0.010743974,0.026838669,0.009183167,0.179662854,0.153291777,0.360495469,18,24.49
PR00053,Argentina,Renewables - Wind,Harsh >50% of activity duration,<200MM,Small,0.037753708,0.035588197,0.129359527,0.076829218,0.268876905,8,1,4,2,3,0,0,0,8,3,0.049257957,0.014736368,0.01147157,0.03303997,0.009510685,0.139785794,0.281959657,0.461159405,9,13.15
PR00054,Chile,O&G - Upstream,Fair >50% of activity duration,<20MM,Small,0.033833879,0.029476109,0.069616491,0.170838661,0.190904008,2,2,8,0,1,1,6,4,7,2,0.039569082,0.015953963,0.013344686,0.034464849,0.009284753,0.127211271,0.132452682,0.276513427,8,10.21
PR00055,Argentina,Renewables - Solar,Fair >50% of activity duration,<2MM,Medium,0.056813123,0.043328208,0.105910291,0.24188838,0.194424362,7,0,6,3,0,0,6,4,1,1,0.024157627,0.020987304,0.016382002,0.041456657,0.006232452,0.170185194,0.173246692,0.372915907,12,16.47
PR00056,Chile,O&G - Downstream,Harsh >50% of activity duration,<2MM,Small,0.024315577,0.059449034,0.114319776,0.191840037,0.137425936,2,2,0,0,2,1,2,0,6,3,0.056014539,0.021732724,0.017742484,0.0379846,0.007925156,0.139816455,0.078228231,0.228982279,10,12.29
PR00057,Peru,Renewables - Solar,Fair >80% of activity duration,<2MM,Small,0.022729456,0.019559719,0.078823627,0.216975238,0.241058056,4,3,0,0,3,2,7,0,1,1,0.02748394,0.02573431,0.012785866,0.015249939,0.006861241,0.151493983,0.086933041,0.251596857,24,30.04
PR00058,Chile,O&G - Upstream,Fair >50% of activity duration,<2MM,Medium,0.017105492,0.034815049,0.191136357,0.573004964,0.055667864,3,3,0,0,4,0,2,1,3,3,0.038507847,0.023711486,0.022133461,0.039569669,0.012493423,0.26550673,0.068008723,0.351572228,12,16.22
PR00059,Chile,O&G - Downstream,Fair >50% of activity duration,<20MM,Large,0.009538026,0.087161286,0.098531201,0.182465598,0.358560751,7,0,2,2,3,3,5,4,6,3,0.045986896,0.010880622,0.012878109,0.077793438,0.010607737,0.172606881,0.271644234,0.491138779,10,14.91
PR00060,Argentina,O&G - Upstream,Fair >50% of activity duration,<2MM,Small,0.031973912,0.025897979,0.096297151,0.25708351,0.297329277,8,2,4,4,5,2,0,0,0,0,0.058530431,0.023590857,0.013477899,0.043246995,0.008470328,0.184398146,0.230926399,0.457906945,17,24.78
PR00061,Chile,Renewables - Wind,Harsh >50% of activity duration,<20MM,Large,0.048811457,0.047777235,0.110118183,0.196157045,0.21708472,6,4,3,3,0,0,8,3,8,4,0.041360404,0.030265865,0.013856815,0.015386339,0.006910043,0.160903057,0.123431673,0.304195263,16,20.87
PR00062,Chile,O&G - Upstream,Fair >80% of activity duration,<200MM,Large,0.023007737,0.015068186,0.049970238,0.157350052,0.278529329,0,0,4,1,1,1,4,0,2,2,0.029320275,0.027188445,0.007449018,0.042581283,0.005621237,0.12940432,0.130742947,0.277065969,6,7.66
PR00063,Chile,O&G - Upstream,Harsh >50% of activity duration,<2MM,Small,0.047633709,0.037497853,0.164634111,0.250193843,0.167435256,6,2,2,0,0,0,8,4,7,0,0.05734778,0.020486661,0.04277636,0.026119419,0.004835165,0.188182168,0.248508092,0.483455052,9,13.35
PR00064,Peru,Mining,Harsh >50% of activity duration,<2MM,Large,0.061651246,0.043846993,0.236913658,0.103926379,0.215116438,7,2,3,2,7,0,7,0,6,2,0.029765894,0.025006188,0.011375845,0.031927499,0.012902689,0.186571826,0.323571555,0.570512717,17,26.7
PR00065,Peru,Renewables - Wind,Fair >80% of activity duration,<200MM,Small,0.02904428,0.034165501,0.058434683,0.199867069,0.124564303,0,0,5,2,1,1,7,1,1,1,0.043890353,0.040224782,0.018022027,0.032167319,0.006835046,0.1172162,0.158038371,0.293779227,6,7.76
PR00066,Chile,O&G - Downstream,Fair >80% of activity duration,<200MM,Medium,0.035173327,0.099601918,0.04491643,0.125763722,0.186462779,6,4,8,1,2,0,5,4,3,3,0.020353282,0.023014098,0.029878335,0.03803941,0.012287974,0.106761672,0.13351046,0.254525932,22,27.6
PR00067,Argentina,Renewables - Solar,Fair >80% of activity duration,<200MM,Large,0.024730726,0.016736587,0.151908334,0.095696297,0.240023668,2,0,3,3,5,0,6,0,5,1,0.029750085,0.016083442,0.004439129,0.0352606,0.010237902,0.144496467,0.21468769,0.39020577,10,13.9
PR00068,Chile,Renewables - Wind,Fair >50% of activity duration,<2MM,Medium,0.012700777,0.119520509,0.271224452,0.317806912,0.199936212,5,2,5,2,1,1,3,2,8,1,0.024117023,0.031841644,0.023716586,0.05981144,0.006125638,0.252970316,0.155610696,0.447945899,16,23.17
PR00069,Peru,O&G - Upstream,Fair >50% of activity duration,<20MM,Large,0.042498516,0.033500851,0.182057064,0.242118271,0.146928229,4,2,7,2,3,3,2,0,7,0,0.078193143,0.031519643,0.017299493,0.03310356,0.018052024,0.187143624,0.315079586,0.561188345,19,29.66
PR00070,Chile,Renewables - Solar,Fair >80% of activity duration,<20MM,Small,0.022215964,0.014578821,0.043379684,0.15472489,0.228807119,1,1,8,2,6,0,3,0,4,1,0.050647121,0.046342505,0.021290146,0.031469175,0.01014729,0.115813697,0.248276084,0.392843552,8,11.14
PR00071,Chile,Renewables - Solar,Harsh >50% of activity duration,<20MM,Small,0.030925857,0.027478957,0.096824833,0.107075477,0.109157362,8,0,8,0,0,0,2,2,2,2,0.076088646,0.02354819,0.013339654,0.03906848,0.004798101,0.101789461,0.431160431,0.576837479,9,14.19
PR00072,Chile,Mining,Fair >80% of activity duration,<20MM,Medium,0.052270241,0.046815206,0.07473937,0.24359682,0.262210222,2,2,7,0,5,3,6,0,1,1,0.034891185,0.026241848,0.010931466,0.017551016,0.00665946,0.170825159,0.138407653,0.332876321,14,18.66
PR00073,Chile,Renewables - Solar,Harsh >50% of activity duration,<20MM,Large,0.023572053,0.022857966,0.176769189,0.262668568,0.267453001,0,0,2,2,2,2,2,2,1,1,0.062754641,0.044896638,0.01370447,0.014387852,0.006791112,0.210034758,0,0.210034758,21,25.41
PR00074,Peru,Renewables - Wind,Fair >50% of activity duration,<200MM,Medium,0.033148495,0.047082042,0.081241057,0.130035967,0.130553893,1,0,0,0,1,1,0,0,7,3,0.043287079,0.016801466,0.033373827,0.014653286,0.007000802,0.108259217,0.053975457,0.168078015,23,26.87
PR00075,Peru,Renewables - Wind,Fair >80% of activity duration,<2MM,Large,0.039575162,0.066338943,0.071223022,0.274854233,0.205947451,7,1,0,0,4,3,0,0,6,4,0.031085815,0.018043754,0.020578532,0.030740287,0.005176144,0.165345707,0.132550487,0.319812847,16,21.12
PR00076,Argentina,Renewables - Solar,Fair >50% of activity duration,<20MM,Large,0.023432327,0.018210453,0.121118006,0.322770746,0.116333417,0,0,3,3,8,0,2,0,5,2,0.024402454,0.027853579,0.011429722,0.026946277,0.00832531,0.175313714,0.103030352,0.2964067,9,11.67
PR00077,Peru,Renewables - Solar,Fair >50% of activity duration,<200MM,Large,0.038735745,0.022932167,0.152322834,0.209057793,0.144247222,0,0,0,0,5,3,6,4,6,4,0.037274944,0.014115366,0.012351974,0.024307177,0.006403451,0.163326461,0.054327489,0.226527067,13,15.94
PR00078,Peru,Renewables - Solar,Harsh >50% of activity duration,<2MM,Medium,0.022137427,0.015570534,0.130124735,0.18969455,0.138893606,3,1,8,3,1,1,6,3,0,0,0.008032393,0.035080673,0.016816201,0.031369957,0.006358134,0.143049864,0.127495974,0.288784119,23,29.64
PR00079,Chile,Mining,Harsh >50% of activity duration,<2MM,Large,0.023610224,0.032915626,0.14152528,0.253516944,0.117595015,5,1,5,1,7,0,5,2,8,0,0.075199073,0.048355671,0.016154525,0.018805475,0.007614001,0.163732536,0.399478413,0.628618562,6,9.77
PR00080,Chile,O&G - Upstream,Fair >80% of activity duration,<2MM,Large,0.030326703,0.058649459,0.065911085,0.14863801,0.181112844,5,4,3,3,0,0,2,2,3,3,0.034504074,0.025461306,0.017607498,0.025332547,0.007688388,0.117692555,0.020702444,0.140831522,17,19.39
PR00081,Chile,O&G - Downstream,Fair >50% of activity duration,<20MM,Large,0.032845296,0.097956534,0.056837368,0.172270255,0.080611965,1,1,1,0,7,2,4,3,2,1,0.036537148,0.034185934,0.017988526,0.080586271,0.006630615,0.103647568,0.11191877,0.227166446,19,23.32
PR00082,Chile,Mining,Harsh >50% of activity duration,<20MM,Small,0.019337166,0.04832426,0.339245558,0.281471181,0.237430421,8,0,2,2,3,3,7,2,2,0,0.060210154,0.01934764,0.011252442,0.074891098,0.005236548,0.274876166,0.524155129,0.943109047,15,29.15
PR00083,Peru,Renewables - Wind,Fair >80% of activity duration,<2MM,Large,0.076661954,0.054861419,0.085933357,0.276066101,0.147627258,1,1,3,2,8,3,7,3,3,0,0.05917702,0.007502447,0.016894699,0.025734147,0.00805202,0.168627184,0.130780618,0.321460969,22,29.07
PR00084,Argentina,O&G - Upstream,Fair >50% of activity duration,<20MM,Large,0.030237991,0.044989798,0.109976581,0.254929555,0.266334077,3,2,4,4,1,1,3,0,3,3,0.040173269,0.026097763,0.009466664,0.022630442,0.009653605,0.183545302,0.064838757,0.260284908,16,20.16
PR00085,Argentina,Mining,Fair >50% of activity duration,<20MM,Medium,0.023771339,0.03676,0.127668484,0.124587093,0.189341349,0,0,2,2,2,2,4,1,0,0,0.018887499,0.031931564,0.0233872,0.03391813,0.00924886,0.134092626,0.061052633,0.203331967,16,19.25
PR00086,Peru,O&G - Upstream,Fair >50% of activity duration,<200MM,Large,0.057347783,0.03168418,0.100422499,0.136498181,0.067428288,6,1,3,0,6,0,5,2,1,1,0.041344994,0.028540191,0.018299776,0.056026493,0.009259831,0.110525266,0.309749198,0.454509576,18,26.18
PR00087,Argentina,Mining,Fair >80% of activity duration,<20MM,Large,0.032471229,0.025481521,0.055097733,0.263983124,0.200311642,8,1,0,0,5,1,4,4,5,0,0.022383174,0.028671117,0.006034577,0.030149539,0.007583433,0.150688242,0.14399565,0.316382344,23,30.28
PR00088,Argentina,Mining,Fair >80% of activity duration,<20MM,Small,0.041228649,0.031847874,0.1523975,0.158941105,0.149303316,5,2,5,4,6,4,6,0,5,3,0.044986215,0.016205017,0.015509502,0.03298886,0.005552949,0.15040155,0.232022236,0.417320291,8,11.34
PR00089,Argentina,Renewables - Solar,Fair >50% of activity duration,<20MM,Medium,0.040163139,0.020353446,0.056033429,0.266798697,0.09730167,6,3,8,2,0,0,1,1,8,4,0.059623772,0.047834485,0.01953037,0.042755029,0.005477126,0.132971772,0.229683712,0.393196935,20,27.86
PR00090,Chile,Renewables - Wind,Fair >50% of activity duration,<2MM,Small,0.03031947,0.058400959,0.069938412,0.406226645,0.553305761,2,2,6,0,2,2,8,1,8,2,0.034527443,0.013292677,0.012423269,0.01933735,0.009495664,0.271004426,0.166105477,0.482125222,11,16.3
PR00091,Peru,O&G - Downstream,Fair >50% of activity duration,<20MM,Small,0.043364343,0.07291608,0.11488914,0.140871649,0.222720256,6,4,4,3,3,1,1,1,6,1,0.084052584,0.024308778,0.015888392,0.020650784,0.011727008,0.147248091,0.183894606,0.358220828,23,31.24
PR00092,Peru,Renewables - Solar,Harsh >50% of activity duration,<200MM,Medium,0.06278128,0.036754569,0.184728006,0.142313739,0.111672872,3,3,7,0,8,1,8,2,8,4,0.019888573,0.041569513,0.009557025,0.043504148,0.016136007,0.156452947,0.356453856,0.56867506,8,12.55
PR00093,Peru,O&G - Downstream,Fair >50% of activity duration,<20MM,Large,0.032074114,0.059941831,0.073665909,0.241845208,0.121902931,1,1,1,0,5,2,1,1,0,0,0.024315148,0.037348846,0.029430818,0.023944965,0.011175063,0.137416132,0.057218324,0.202497177,7,8.42
PR00094,Argentina,Renewables - Wind,Harsh >50% of activity duration,<20MM,Large,0.03018441,0.067175136,0.101479319,0.189901927,0.254931381,6,2,5,2,1,1,3,3,1,1,0.029511308,0.02461661,0.019215874,0.048841562,0.005536557,0.159453441,0.096674579,0.271543114,13,16.53
PR00095,Argentina,Renewables - Wind,Fair >50% of activity duration,<20MM,Medium,0.059854018,0.062615297,0.15211447,0.259476673,0.121399348,7,3,3,1,0,0,4,2,1,1,0.04174523,0.025960252,0.023632971,0.025375487,0.005062874,0.181062929,0.148811313,0.356818454,7,9.5
