P_ID,COUNTRY,LOB,SITE,PR_SIZE,MC_SIZE,COUNTRY_RMEAN,LOB_RMEAN,SITE_RMEAN,PSIZE_RMEAN,CSIZE_RMEAN,SOC,SOC_MIT,PROC,PROC_MIT,ENG,ENG_MIT,WEA,WEA_MIT,MGM,MGM_MIT,SOC_EMEAN,PROC_EMEAN,ENG_EMEAN,WEA_EMEAN,MGM_EMEAN,DEV_RAN,DEV_EVE,DEV_TOT,DUR_BL,DUR_AC
PR02080,NO,1 - 2,<10%,<0%,OTHER,0.083354539,0.006260402,0.209283954,0.009910621,0.516968464,2,0,5,1,5,4,6,0,7,1,0.028328413,0.019933836,0.016107527,0.03392994,0.007745504,0.231540009,0.076236034,0.325427735,24,31.81
PR02418,NO,1 - 2,<10%,<0%,FIXED,0.099473688,0.007314313,0.272091635,0.008870414,0.365459449,6,0,4,3,0,0,0,0,5,1,0.049946191,0.020910702,0.010447063,0.04398142,0.006527517,0.235661946,0.022562571,0.263541657,34,42.96
PR02910,YES,1 - 2,<10%,<0%,FIXED,0.202962635,0.006391351,0.226626587,0.008496928,0.233540286,4,1,3,3,1,1,0,0,3,3,0.059486956,0.020482001,0.013932542,0.023300686,0.007628876,0.206779747,0.008923043,0.217547895,31,37.74
PR02929,NO,1 - 2,<10%,<0%,OTHER,0.098147853,0.008576829,0.273518699,0.006556557,0.342173522,8,2,3,1,0,0,5,4,4,3,0.036409184,0.033444107,0.022920088,0.025297304,0.007451285,0.230674952,0.036421245,0.275497665,32,40.82
PR03151,NO,1 - 2,<10%,<0%,FIXED,0.098077622,0.009215694,0.263994996,0.008956761,0.227841112,0,0,5,1,5,2,4,4,1,0,0.045010099,0.034105454,0.013467388,0.05873703,0.006234113,0.204424334,0.057399116,0.273557226,28,35.66
PR03581,YES,1 - 2,<10%,<0%,OTHER,0.159860551,0.008174101,0.208815713,0.005731916,0.490128209,3,3,2,0,6,3,1,1,2,2,0.03930633,0.042983828,0.020795426,0.024321415,0.005402482,0.239723797,0.050744808,0.302633343,35,45.59
PR03856,NO,1 - 2,<10%,<0%,FIXED,0.071940738,0.007902172,0.296639029,0.009594983,0.263825708,0,0,0,0,6,0,6,4,3,0,0.062346713,0.022474191,0.01615643,0.03744964,0.012761347,0.222640946,0.055669489,0.290704743,33,42.59
PR04047,YES,1 - 2,<10%,<0%,OTHER,0.175340517,0.008253808,0.212489807,0.005306444,0.454385919,4,2,5,0,2,1,7,3,2,2,0.048062766,0.022202833,0.013347985,0.028495522,0.010968486,0.237319555,0.066246138,0.319287197,36,47.49
PR04193,NO,1 - 2,<10%,<0%,FIXED,0.058062452,0.00930106,0.245870115,0.007135003,0.254707595,2,1,7,4,2,2,3,1,7,1,0.035061504,0.01597887,0.017293717,0.022597244,0.014609628,0.191846886,0.029555844,0.227072928,27,33.13
PR04196,YES,1 - 2,<10%,<0%,OTHER,0.14718994,0.010127416,0.323215464,0.007704867,0.228187497,2,2,2,2,3,3,2,0,1,1,0.038495103,0.016607994,0.018506584,0.028056227,0.00619543,0.243573877,0.011222491,0.257529874,26,32.7
PR04610,YES,1 - 2,<10%,<0%,OTHER,0.196426198,0.01027962,0.212957575,0.009010362,0.321796284,4,3,6,1,4,4,6,1,1,1,0.032110817,0.027446454,0.020168335,0.043214536,0.010962941,0.217712351,0.085989758,0.322423142,24,31.74
PR04958,NO,1 - 2,<10%,<0%,FIXED,0.137740376,0.006640293,0.351590362,0.007990918,0.248182659,3,0,4,3,3,0,7,0,1,1,0.046611611,0.024413352,0.01458091,0.048779614,0.007471451,0.258967335,0.100104299,0.384995378,36,49.86
PR05057,YES,1 - 2,<10%,<0%,OTHER,0.262351553,0.009476357,0.258739364,0.00760185,0.389942502,6,2,8,0,8,1,0,0,6,1,0.045198807,0.022898183,0.010352684,0.033924103,0.007721513,0.266472325,0.094913293,0.386677384,28,38.83
PR05092,NO,1 - 2,<10%,<0%,FIXED,0.0822044,0.010903497,0.170689634,0.008463946,0.357265695,6,3,5,0,8,0,1,1,3,1,0.040435129,0.012898361,0.022574102,0.029915747,0.012198335,0.180741858,0.098869771,0.297481535,31,40.22
PR05239,YES,1 - 2,<10%,<0%,OTHER,0.103403085,0.015002,0.207596995,0.00745498,0.757329866,7,3,6,1,6,4,2,2,1,1,0.062282217,0.023031581,0.013996698,0.026901049,0.009476135,0.284173178,0.058201174,0.358913564,36,48.92
PR05251,YES,1 - 2,<10%,<0%,OTHER,0.100103058,0.007090123,0.251246159,0.01144104,0.535912489,7,2,6,4,6,1,5,1,8,3,0.041391365,0.022534172,0.011267073,0.038934843,0.007992139,0.260673746,0.079548399,0.360958324,24,32.66
PR05288,NO,1 - 2,<10%,<0%,OTHER,0.059968018,0.006565317,0.142609425,0.008330289,0.261438791,5,2,7,1,4,3,8,1,2,2,0.047656784,0.026177713,0.019651261,0.036324372,0.010195668,0.141720814,0.112983026,0.270715887,25,31.77
PR05294,NO,1 - 2,<10%,<0%,OTHER,0.075341351,0.007172852,0.189545485,0.0070948,0.372716446,0,0,3,1,6,1,3,1,3,0,0.033077971,0.028557285,0.008720007,0.020616083,0.008721718,0.190083557,0.044129077,0.242600846,24,29.82
PR05394,YES,1 - 2,<10%,<0%,OTHER,0.189249362,0.007493699,0.191422102,0.008096791,0.377968948,8,4,2,2,8,0,6,1,6,4,0.042849457,0.030861859,0.012441069,0.03523532,0.00769524,0.215451218,0.084386157,0.318018476,25,32.95
PR05598,YES,1 - 2,<10%,<0%,FIXED,0.165373663,0.014589552,0.287740647,0.007724181,0.16524463,5,4,8,2,0,0,7,1,6,2,0.040632718,0.030659638,0.021032661,0.033125211,0.007212995,0.218232938,0.098411836,0.338121478,25,33.45
PR05966,NO,1 - 2,<10%,<0%,OTHER,0.082620394,0.009272982,0.256101956,0.008019827,0.475894505,3,1,2,2,1,1,0,0,8,1,0.045415068,0.027169096,0.017741009,0.024871489,0.009846586,0.246545766,0.007987812,0.256502939,36,45.23
PR06002,YES,1 - 2,<10%,<0%,OTHER,0.208283743,0.008521458,0.284878656,0.006914553,0.26677116,2,2,5,0,5,2,1,1,1,1,0.047024835,0.038924101,0.022011196,0.025240574,0.007739525,0.243464023,0.084799588,0.348909259,33,44.51
PR06097,YES,1 - 2,<10%,<0%,OTHER,0.135241786,0.0047623,0.230946563,0.006875342,0.39631184,8,3,0,0,0,0,3,1,1,1,0.031237135,0.029113357,0.023696302,0.030419113,0.01333126,0.226650368,0.019976929,0.251155075,26,32.53
PR06130,YES,1 - 2,<10%,<0%,FIXED,0.197917965,0.009115526,0.132981237,0.010170557,0.310734027,0,0,7,2,4,3,7,4,0,0,0.052153471,0.016180426,0.008018172,0.038941652,0.009604845,0.176040954,0.050842898,0.235834284,32,39.55
PR06131,YES,1 - 2,<10%,<0%,FIXED,0.163844705,0.010837931,0.237929218,0.010822081,0.240350291,8,2,1,1,7,1,5,0,3,1,0.03299722,0.028899814,0.018173909,0.033797057,0.007317998,0.208466028,0.088045406,0.314865909,27,35.5
PR06525,YES,1 - 2,<10%,<0%,FIXED,0.107334187,0.007971932,0.276345235,0.010132599,0.322376403,6,4,6,1,5,1,5,4,6,4,0.041753631,0.033795974,0.009190429,0.047605904,0.007983153,0.231572614,0.079893506,0.329967268,36,47.88
PR06842,NO,1 - 2,<10%,<0%,OTHER,0.104710637,0.007090169,0.233598151,0.011596225,0.282603916,8,1,4,2,7,1,1,0,0,0,0.022098033,0.029711523,0.014784639,0.028303468,0.006650158,0.202187149,0.066705051,0.282379105,29,37.19
PR06958,YES,1 - 2,<10%,<0%,OTHER,0.219698824,0.005181447,0.307815057,0.009831618,0.450782154,8,2,6,1,1,0,3,0,4,3,0.030591501,0.021965524,0.009824315,0.029581116,0.009066429,0.294473968,0.064257452,0.377653567,34,46.84
PR00072,NO,3 - 4,<10%,<0%,FIXED,0.063149044,0.02913002,0.183013401,0.007994562,0.248098234,6,0,0,0,0,0,4,3,6,4,0.032487063,0.01720976,0.020498384,0.028410609,0.006789869,0.166492443,0.016107228,0.185281402,36,42.67
PR00077,YES,3 - 4,<10%,<0%,FIXED,0.202194453,0.03826767,0.183566136,0.006021526,0.194768692,7,3,1,1,4,4,2,0,5,1,0.043873439,0.031441971,0.016082058,0.034648327,0.006589687,0.185666761,0.023951956,0.2140658,25,30.35
PR00167,YES,3 - 4,<10%,<0%,OTHER,0.206190636,0.016715862,0.158881459,0.016393949,0.432747354,4,1,5,1,6,1,4,2,0,0,0.047558579,0.035285401,0.016946123,0.028453117,0.008501759,0.220440061,0.09474976,0.336076464,30,40.08
PR00610,NO,3 - 4,<10%,<0%,FIXED,0.104425682,0.026418112,0.307987696,0.007941554,0.281542667,5,1,5,1,0,0,0,0,4,0,0.048273417,0.019810479,0.024620336,0.041400252,0.008014859,0.243083729,0.03503023,0.286629238,28,36.03
PR00634,NO,3 - 4,<10%,<0%,OTHER,0.044514367,0.024855118,0.375551519,0.00775736,0.401993757,2,1,1,1,1,1,1,1,2,1,0.037883341,0.031708836,0.011967466,0.037920773,0.007890571,0.288412599,0.002288696,0.291361384,36,46.49
PR00696,NO,3 - 4,<10%,<0%,OTHER,0.098742758,0.033487883,0.317373365,0.005322351,0.305635189,8,4,5,3,7,3,0,0,4,4,0.044274265,0.034300935,0.019309062,0.041150888,0.010144654,0.252269812,0.060329913,0.327819141,33,43.82
PR00913,NO,3 - 4,<10%,<0%,OTHER,0.093544761,0.03126608,0.226693515,0.007515201,0.38663008,6,1,3,1,4,3,4,4,0,0,0.038264308,0.016368046,0.013012753,0.050170673,0.007876438,0.22251915,0.024592006,0.252583348,35,43.84
PR01179,NO,3 - 4,<10%,<0%,FIXED,0.093548872,0.017236664,0.257789572,0.016360934,0.180512492,8,3,5,2,4,2,1,1,5,0,0.020035413,0.021057377,0.016080235,0.036526204,0.004778043,0.197058525,0.038019191,0.242569722,35,43.49
PR01265,NO,3 - 4,<10%,<0%,FIXED,0.054514424,0.030333024,0.263610216,0.010752404,0.306900515,1,1,1,0,7,0,4,0,3,1,0.039187493,0.016798945,0.025218134,0.042525942,0.008217093,0.218564205,0.110492923,0.353206926,35,47.36
PR01457,NO,3 - 4,<10%,<0%,OTHER,0.063177689,0.032725434,0.156488991,0.006634389,0.594275907,4,1,0,0,7,1,7,0,1,1,0.051040687,0.02214269,0.017297609,0.026248621,0.016694686,0.222870039,0.085918433,0.327937117,29,38.51
PR01559,YES,3 - 4,<10%,<0%,OTHER,0.119143585,0.012023367,0.190504295,0.006660291,0.358769068,7,0,3,3,6,1,2,2,3,1,0.034141541,0.022923781,0.016757903,0.020231726,0.011361207,0.197771834,0.046601465,0.253589756,27,33.85
PR01576,NO,3 - 4,<10%,<0%,FIXED,0.060852893,0.036829405,0.206844486,0.005635964,0.328822796,6,3,8,0,5,3,2,2,5,3,0.046684585,0.022702968,0.017200884,0.040897824,0.008285348,0.195224184,0.076079053,0.286155708,25,32.15
PR01681,YES,3 - 4,<10%,<0%,FIXED,0.140550286,0.048046388,0.309324333,0.007798313,0.242797024,3,2,2,2,7,3,6,1,1,1,0.042978945,0.032873809,0.020665182,0.03756587,0.011519465,0.249644702,0.072779109,0.340592729,33,44.24
PR01904,NO,3 - 4,<10%,<0%,OTHER,0.07093518,0.025229366,0.272909345,0.004514933,0.445982294,2,0,7,3,3,3,5,2,2,2,0.057562009,0.026053467,0.011607138,0.030086007,0.013262781,0.249664443,0.055071966,0.318485921,25,32.96
PR02719,NO,3 - 4,<10%,<0%,FIXED,0.059515694,0.014567887,0.257049634,0.00985126,0.166139289,3,2,0,0,4,2,5,1,3,2,0.041475614,0.024511205,0.017529989,0.037915817,0.008932796,0.18295181,0.046877065,0.238405119,31,38.39
PR02916,NO,3 - 4,<10%,<0%,FIXED,0.094994211,0.030865732,0.202025342,0.012696094,0.268817257,2,2,8,3,4,3,2,2,0,0,0.05320309,0.021465817,0.019162368,0.036822671,0.012293441,0.189382732,0.039863673,0.236795896,25,30.92
PR02958,YES,3 - 4,<10%,<0%,FIXED,0.161977684,0.026294409,0.397911451,0.007279032,0.443720441,1,1,7,2,6,2,1,1,3,0,0.031363367,0.017706843,0.019222031,0.037189581,0.00756758,0.331623189,0.058450652,0.409457433,32,45.1
PR03004,NO,3 - 4,<10%,<0%,FIXED,0.077908849,0.035446838,0.133717185,0.005417241,0.292473974,8,2,2,2,2,1,0,0,1,1,0.059990022,0.023472946,0.014063042,0.039945272,0.008983614,0.154277829,0.023622223,0.181544438,34,40.17
PR03123,NO,3 - 4,<10%,<0%,FIXED,0.0754144,0.021051747,0.324577132,0.01040094,0.14821692,8,1,3,0,4,0,8,2,4,3,0.04304258,0.019339828,0.008870713,0.026702108,0.010086028,0.218530824,0.07921072,0.315051528,34,44.71
PR03124,NO,3 - 4,<10%,<0%,OTHER,0.100438727,0.026135639,0.254418816,0.00612475,0.356587682,0,0,3,2,2,0,0,0,3,3,0.051213433,0.025692164,0.016498849,0.047824383,0.008566565,0.229517756,0.020906728,0.255222949,35,43.93
PR03160,YES,3 - 4,<10%,<0%,OTHER,0.19092788,0.032502554,0.294519225,0.009672176,0.578883945,6,2,5,3,0,0,2,1,7,2,0.023432656,0.026412183,0.015768039,0.03674389,0.009204517,0.315808832,0.030183748,0.355524874,26,35.24
PR03235,YES,3 - 4,<10%,<0%,FIXED,0.145345996,0.040391768,0.231317817,0.009776788,0.172313912,4,0,0,0,6,0,5,2,8,4,0.047838468,0.039431767,0.019902248,0.03022019,0.006607357,0.196196815,0.076786674,0.28804879,34,43.79
PR03334,YES,3 - 4,<10%,<0%,OTHER,0.171448468,0.023898258,0.290174637,0.009196502,0.402244655,7,1,3,0,1,1,4,4,6,4,0.054359157,0.020309039,0.015779639,0.029128769,0.005979087,0.271593671,0.035183791,0.316333157,26,34.22
PR03496,YES,3 - 4,<10%,<0%,FIXED,0.138165984,0.024678044,0.237531686,0.006550694,0.234329557,4,3,4,1,7,3,7,1,3,2,0.050284408,0.028140071,0.012407795,0.030578542,0.006354644,0.203943711,0.084704738,0.305923448,29,37.87
PR03875,NO,3 - 4,<10%,<0%,FIXED,0.115872671,0.029388473,0.332489035,0.007187704,0.336591274,2,2,8,4,3,2,3,2,2,2,0.042827631,0.018306445,0.014979089,0.030829221,0.010318623,0.2691477,0.034125214,0.312457637,34,44.62
PR03970,YES,3 - 4,<10%,<0%,OTHER,0.132029444,0.023986343,0.258821263,0.009035499,0.478805869,7,3,3,0,6,4,6,2,4,1,0.03214646,0.033919392,0.016937593,0.031620791,0.005009121,0.263291346,0.07655482,0.360002388,33,44.88
PR04163,YES,3 - 4,<10%,<0%,OTHER,0.165062361,0.025015373,0.17197542,0.006659259,0.444971905,1,0,8,2,6,3,3,3,0,0,0.035890543,0.022191565,0.006175886,0.050542522,0.008181144,0.218828805,0.049150407,0.278734737,31,39.64
PR04229,NO,3 - 4,<10%,<0%,OTHER,0.153004648,0.033813005,0.256328663,0.005533428,0.591846423,5,4,1,1,3,3,4,0,8,4,0.038647537,0.031053182,0.01731544,0.023244702,0.00953163,0.290045161,0.022434464,0.318986633,27,35.61
PR04249,YES,3 - 4,<10%,<0%,OTHER,0.179112369,0.018316555,0.376103585,0.006399715,0.388027562,4,4,8,4,0,0,2,1,6,2,0.027304834,0.033651336,0.014343808,0.020706373,0.006554731,0.310174603,0.045833824,0.370224914,24,32.89
PR04619,NO,3 - 4,<10%,<0%,FIXED,0.070137213,0.02568012,0.180282019,0.008289235,0.201724976,8,4,0,0,8,2,7,3,3,3,0.050909145,0.038404152,0.021723655,0.029217397,0.012006241,0.156362101,0.08569252,0.255453684,29,36.41
PR04861,YES,3 - 4,<10%,<0%,FIXED,0.176021502,0.037036593,0.237115576,0.007816282,0.278387237,2,2,4,3,7,3,1,1,3,1,0.043279686,0.026803451,0.01117944,0.026690365,0.007883848,0.224458655,0.026716524,0.257171935,27,33.94
PR04921,NO,3 - 4,<10%,<0%,FIXED,0.080267605,0.040823485,0.242389658,0.005479776,0.363707968,1,1,0,0,3,3,6,1,2,2,0.030288011,0.018374615,0.019973239,0.028766155,0.00721425,0.224976877,0.028766155,0.260214752,29,36.55
PR04948,NO,3 - 4,<10%,<0%,FIXED,0.093340869,0.056330871,0.253509838,0.009996674,0.335607115,4,3,8,1,5,1,1,1,8,4,0.023893195,0.024028942,0.016227984,0.01709151,0.009685872,0.234442114,0.079557387,0.332651102,34,45.31
PR05068,YES,3 - 4,<10%,<0%,FIXED,0.22382194,0.021685561,0.186996015,0.007675113,0.175731373,2,2,8,4,7,1,6,1,7,2,0.037843326,0.018009478,0.016734343,0.028853294,0.00777323,0.183751895,0.092570399,0.29333228,32,41.39
PR05137,YES,3 - 4,<10%,<0%,FIXED,0.132295158,0.023587451,0.239860362,0.005468057,0.226141526,7,1,2,2,3,2,4,0,7,4,0.042563015,0.02055648,0.016581877,0.029591949,0.00957725,0.201427782,0.044511802,0.254905497,30,37.65
PR05300,NO,3 - 4,<10%,<0%,OTHER,0.100839436,0.014877954,0.21949785,0.00722382,0.327169954,6,3,7,1,5,4,7,1,0,0,0.047166675,0.016038939,0.016088224,0.036027097,0.006752741,0.203426099,0.085612897,0.306454894,32,41.81
PR05431,NO,3 - 4,<10%,<0%,OTHER,0.070952475,0.018546851,0.350489032,0.012808317,0.5121715,1,0,5,1,8,3,4,0,2,0,0.066541602,0.028252388,0.008578815,0.030522408,0.006520068,0.303837525,0.079457509,0.407437207,24,33.78
PR05504,NO,3 - 4,<10%,<0%,FIXED,0.144061668,0.015221203,0.296936455,0.014229819,0.338610171,1,1,1,1,2,2,6,3,1,1,0.045841157,0.029733899,0.026859512,0.027239229,0.006020672,0.256683866,0.016343538,0.277222526,30,38.32
PR05525,NO,3 - 4,<10%,<0%,OTHER,0.097232441,0.024990481,0.312784408,0.010384543,0.36480186,8,1,4,3,0,0,1,1,6,4,0.041766934,0.014310824,0.015966651,0.038289205,0.009605711,0.26148848,0.019872245,0.286557089,35,45.03
PR06292,NO,3 - 4,<10%,<0%,OTHER,0.101989566,0.035550274,0.28954357,0.009917244,0.348593473,1,1,0,0,3,0,5,0,8,1,0.039762759,0.027776057,0.016692357,0.028121254,0.0081942,0.250512097,0.051020053,0.31431329,36,47.32
PR06345,YES,3 - 4,<10%,<0%,OTHER,0.146073153,0.022819249,0.242708779,0.011428877,0.615472246,3,1,4,0,3,1,5,4,6,1,0.065890787,0.027620667,0.010730583,0.025481088,0.009596148,0.286223683,0.055813601,0.358012458,36,48.89
PR06861,NO,3 - 4,<10%,<0%,OTHER,0.096206819,0.022658991,0.19618381,0.007804284,0.562669215,7,3,0,0,3,1,8,3,2,2,0.051038754,0.0163746,0.022537721,0.029004074,0.010819065,0.240566951,0.057242002,0.311579486,28,36.72
PR06865,NO,3 - 4,<10%,<0%,FIXED,0.069717059,0.019234834,0.293628618,0.00567549,0.148594951,2,2,6,0,7,2,6,3,0,0,0.038326924,0.025538421,0.016609514,0.030052669,0.011507922,0.199084906,0.097219788,0.315659686,26,34.21
PR00033,NO,5 - 6,<10%,<0%,FIXED,0.132355936,0.060955318,0.158994527,0.010068952,0.252371934,5,4,1,1,8,2,0,0,2,2,0.078248033,0.017519661,0.012866286,0.013018804,0.007759698,0.179763909,0.034791487,0.22080965,27,32.96
PR00080,NO,5 - 6,<10%,<0%,FIXED,0.130143528,0.079718123,0.270390033,0.013192596,0.335044202,3,3,1,1,4,4,1,1,0,0,0.040032721,0.029833965,0.020022932,0.036615491,0.010912044,0.258744297,0,0.258744297,31,39.02
PR00116,NO,5 - 6,<10%,<0%,OTHER,0.086454209,0.060751917,0.231432214,0.009740986,0.57318437,4,3,8,2,1,0,3,1,5,2,0.059140607,0.04016211,0.010463171,0.02850621,0.010695928,0.270739891,0.092440969,0.388208318,30,41.65
PR00208,NO,5 - 6,<10%,<0%,FIXED,0.099156467,0.07713423,0.289915069,0.011473533,0.293867304,1,1,2,2,1,1,4,3,8,3,0.043666235,0.029767524,0.022402603,0.033870071,0.007005143,0.252439324,0.0085253,0.263116745,35,44.21
PR00274,YES,5 - 6,<10%,<0%,OTHER,0.371211917,0.045480641,0.175056294,0.004705026,0.379630902,8,3,4,2,5,1,3,3,3,2,0.059307839,0.030660744,0.011824846,0.026338975,0.007104466,0.253693416,0.052498383,0.319510293,28,36.95
PR00607,NO,5 - 6,<10%,<0%,FIXED,0.078956959,0.065050481,0.193731869,0.008893296,0.315615278,2,2,5,3,4,4,4,2,1,1,0.029245168,0.023041121,0.018776807,0.028464804,0.009208148,0.199742174,0.025210594,0.229988388,24,29.52
PR00765,NO,5 - 6,<10%,<0%,FIXED,0.055773216,0.12491879,0.287166688,0.005605834,0.183551844,5,1,1,1,4,1,8,1,1,1,0.033602746,0.014978346,0.014863012,0.029728336,0.00872361,0.23172691,0.066175834,0.313237466,27,35.46
PR00815,NO,5 - 6,<10%,<0%,FIXED,0.055557791,0.088324003,0.2970785,0.006995301,0.356617425,0,0,1,1,2,2,2,2,1,1,0.035432769,0.017589525,0.016832685,0.040676437,0.00929076,0.260969145,0,0.260969145,34,42.87
PR00851,NO,5 - 6,<10%,<0%,FIXED,0.08439217,0.087146686,0.169269109,0.012974859,0.211478526,0,0,1,1,0,0,4,0,7,0,0.034088789,0.021809029,0.016640282,0.043124822,0.011079759,0.176440129,0.038377773,0.221589281,35,42.76
PR00865,YES,5 - 6,<10%,<0%,OTHER,0.134697494,0.072049662,0.191909701,0.005733207,0.533556263,6,3,2,2,8,0,3,1,5,0,0.042032645,0.047307881,0.026114111,0.038705783,0.00590405,0.254087104,0.106828377,0.388059193,26,36.09
PR00914,NO,5 - 6,<10%,<0%,FIXED,0.068567843,0.09190879,0.269130081,0.008012584,0.28828337,3,2,1,1,2,2,5,4,6,4,0.030825544,0.03741095,0.017988696,0.030413401,0.00663406,0.237514212,0.008287363,0.247769942,27,33.69
PR00923,NO,5 - 6,<10%,<0%,FIXED,0.090517789,0.066047406,0.284642704,0.010570198,0.2185648,0,0,1,1,6,0,1,1,4,0,0.050040272,0.034788048,0.013619285,0.031338501,0.004920271,0.229237191,0.033670338,0.270626022,32,40.66
PR01026,YES,5 - 6,<10%,<0%,OTHER,0.124063314,0.046540638,0.29318973,0.010734432,0.399879957,2,2,7,0,6,1,8,4,0,0,0.031708182,0.019867182,0.022064948,0.024508472,0.003501674,0.270712927,0.105457756,0.404719461,27,37.93
PR01105,YES,5 - 6,<10%,<0%,OTHER,0.118625359,0.063111119,0.142004273,0.008473128,0.340889951,3,2,1,1,0,0,3,0,1,1,0.058692368,0.033279932,0.015665305,0.029553423,0.006963732,0.186075098,0.020666672,0.210587323,26,31.48
PR01144,NO,5 - 6,<10%,<0%,OTHER,0.069823696,0.055086766,0.197633649,0.006071768,0.448116911,8,1,1,1,7,3,3,1,4,4,0.027582072,0.026877428,0.020139548,0.035152006,0.006058168,0.22196686,0.055937804,0.290321002,36,46.45
PR01168,YES,5 - 6,<10%,<0%,OTHER,0.158952162,0.072317037,0.150870472,0.007505942,0.336637953,7,4,0,0,8,2,3,1,0,0,0.032205376,0.022027904,0.01651421,0.034221667,0.008062746,0.200001341,0.058153577,0.269785712,31,39.36
PR01293,NO,5 - 6,<10%,<0%,FIXED,0.083107246,0.092508311,0.346026675,0.010692556,0.241379157,3,0,0,0,6,3,5,2,3,3,0.047868061,0.018313441,0.010947536,0.044520209,0.00816147,0.271009389,0.047029377,0.330784169,26,34.6
PR01356,YES,5 - 6,<10%,<0%,OTHER,0.204021759,0.050823398,0.408606929,0.010037451,0.261126654,1,0,2,0,1,1,1,1,5,3,0.037021941,0.021276881,0.017833412,0.026475758,0.007660997,0.317598892,0.015383326,0.337867945,36,48.16
