P_ID,COUNTRY,LOB,SITE,PR_SIZE,MC_SIZE,COUNTRY_RMEAN,LOB_RMEAN,SITE_RMEAN,PSIZE_RMEAN,CSIZE_RMEAN,SOC,SOC_MIT,PROC,PROC_MIT,ENG,ENG_MIT,WEA,WEA_MIT,MGM,MGM_MIT,SOC_EMEAN,PROC_EMEAN,ENG_EMEAN,WEA_EMEAN,MGM_EMEAN,DEV_RAN,DEV_EVE,DEV_TOT,DUR_BL,DUR_AC
PR00013,Argentina,O&G - Downstream,Fair >50% of activity duration,<200MM,Medium,0.051329935,0.109492106,0.158660519,0.06674531,0.254440651,3,3,1,0,1,0,2,2,1,1,0.037971884,0.014064873,0.017015235,0.027977127,0.011353586,0.15268302,0.013430323,0.168163925,10,11.68
PR00014,Peru,O&G - Upstream,Harsh >50% of activity duration,<2MM,Small,0.02829856,0.055629975,0.200090263,0.283262213,0.106666901,4,2,0,0,0,0,6,0,6,0,0.036878816,0.014931203,0.023278135,0.033276206,0.007757509,0.196204288,0.210593977,0.448117706,9,13.03
PR00015,Argentina,O&G - Upstream,Fair >50% of activity duration,<2MM,Small,0.024060867,0.047635342,0.182346129,0.180508152,0.307251186,7,3,7,2,5,2,6,3,5,3,0.059329959,0.031458233,0.027134093,0.023286172,0.007340156,0.196938118,0.294740371,0.549724103,14,21.7
PR00016,Chile,O&G - Upstream,Harsh >50% of activity duration,<20MM,Small,0.028545808,0.03814,0.090986029,0.103514579,0.162748671,4,3,0,0,1,1,4,4,5,3,0.056982145,0.021043041,0.019415515,0.033198683,0.01667984,0.109041971,0.067548967,0.183956611,13,15.39
PR00017,Argentina,Mining,Harsh >50% of activity duration,<200MM,Small,0.019983561,0.035387737,0.176067246,0.173813573,0.391769245,4,1,2,2,8,3,4,4,7,3,0.053021602,0.043126689,0.020070311,0.044038288,0.004407938,0.207690096,0.163246411,0.404841171,22,30.91
PR00018,Argentina,O&G - Upstream,Fair >50% of activity duration,<2MM,Large,0.03582668,0.040717804,0.0702394,0.300828726,0.219703177,6,3,5,0,1,1,6,3,1,1,0.072235884,0.021235066,0.017909628,0.03664514,0.011752224,0.173277574,0.23314721,0.446823966,10,14.47
PR00019,Chile,O&G - Downstream,Fair >50% of activity duration,<2MM,Small,0.021674652,0.053810694,0.132925766,0.205395567,0.124671602,8,0,8,4,4,1,2,1,2,2,0.014466784,0.037441684,0.023472185,0.063860932,0.010553346,0.147832495,0.195383757,0.37210032,24,32.93
PR00020,Peru,O&G - Upstream,Fair >50% of activity duration,<2MM,Large,0.073702671,0.134166241,0.166175802,0.248204653,0.115838404,5,1,0,0,2,2,1,0,8,0,0.026739543,0.015408106,0.012416946,0.054026913,0.005837935,0.189233377,0.143294528,0.359644012,24,32.63
PR00021,Argentina,Mining,Fair >80% of activity duration,<20MM,Small,0.039105926,0.068618351,0.11837188,0.209158068,0.066268365,8,4,6,3,7,4,4,4,4,3,0.040422032,0.018352579,0.034928172,0.021992768,0.007217389,0.136557244,0.175892732,0.336469403,6,8.02
PR00022,Peru,Renewables - Wind,Fair >50% of activity duration,<20MM,Small,0.046038966,0.058570051,0.114012006,0.328751984,0.161715896,1,1,8,3,2,0,1,1,4,1,0.057713988,0.029223343,0.024488025,0.020902488,0.011168055,0.191011821,0.10913304,0.320990561,21,27.74
PR00023,Peru,Renewables - Solar,Harsh >50% of activity duration,<20MM,Medium,0.076744199,0.018546055,0.111345694,0.256588499,0.307665517,6,2,8,3,0,0,5,0,1,1,0.050053302,0.012181145,0.010167972,0.046241288,0.010077467,0.203161283,0.280168793,0.540249527,21,32.35
PR00024,Peru,O&G - Upstream,Fair >80% of activity duration,<2MM,Large,0.059287444,0.025864714,0.02612987,0.379276336,0.186571519,1,1,0,0,6,1,2,0,3,2,0.032566362,0.016521764,0.014781433,0.026385143,0.01563358,0.177664249,0.084249335,0.276881679,12,15.32
PR00025,Chile,Renewables - Solar,Fair >50% of activity duration,<200MM,Medium,0.027114997,0.027055992,0.060823722,0.262676777,0.230752502,2,1,7,0,2,2,4,2,5,3,0.02794664,0.034932175,0.01695694,0.026359898,0.011688262,0.157414571,0.157360213,0.339545575,24,32.15
PR00026,Chile,O&G - Downstream,Harsh >50% of activity duration,<20MM,Small,0.029947096,0.104432433,0.149058112,0.201970321,0.326761731,6,1,0,0,7,3,0,0,4,4,0.034141924,0.016219083,0.034244989,0.026123774,0.008795973,0.198275083,0.17091575,0.403079167,8,11.22
PR00027,Peru,Renewables - Solar,Fair >80% of activity duration,<20MM,Large,0.076042395,0.021610573,0.087832194,0.124841345,0.180075834,4,0,0,0,2,1,7,1,2,2,0.064700644,0.014216997,0.021551549,0.045191384,0.008066512,0.128691575,0.3287463,0.499744754,14,21
PR00028,Argentina,Mining,Harsh >50% of activity duration,<20MM,Large,0.028083649,0.041183556,0.142449737,0.096426722,0.137137043,7,3,0,0,2,1,0,0,1,1,0.046549757,0.026320944,0.018764846,0.042944593,0.004935726,0.12241541,0.121101839,0.25834198,9,11.33
PR00029,Peru,Mining,Fair >50% of activity duration,<200MM,Small,0.038750809,0.046736634,0.235782481,0.182245577,0.251374866,7,0,1,1,3,3,2,0,4,4,0.044117619,0.023414628,0.015479187,0.028932674,0.006982268,0.211286173,0.220013209,0.477785131,8,11.82
PR00030,Argentina,Mining,Fair >80% of activity duration,<20MM,Medium,0.017126379,0.042285384,0.031592604,0.145157589,0.19473557,7,2,2,1,5,4,1,1,6,3,0.050946705,0.028142224,0.017291988,0.022274567,0.012832223,0.101527296,0.209832556,0.332663585,17,22.66
PR00031,Argentina,Mining,Fair >80% of activity duration,<200MM,Medium,0.024087129,0.044513738,0.093324675,0.281082398,0.215521447,4,2,6,2,5,3,3,2,0,0,0.035668918,0.024100626,0.020595124,0.035334834,0.007029712,0.173006348,0.118339603,0.311819453,20,26.24
PR00032,Argentina,O&G - Downstream,Harsh >50% of activity duration,<200MM,Small,0.044381426,0.150669738,0.109337252,0.190111632,0.092140499,2,2,8,4,8,2,8,2,2,0,0.052201436,0.018454199,0.013889461,0.063873695,0.010286844,0.137825333,0.318023255,0.499680249,22,32.99
PR00033,Argentina,Renewables - Solar,Harsh >50% of activity duration,<2MM,Small,0.032557955,0.01666349,0.131320398,0.120449698,0.471858991,7,4,8,2,1,0,3,2,3,3,0.048741873,0.031038068,0.021354366,0.02374076,0.000583675,0.19200753,0.177836952,0.403990516,13,18.25
PR00034,Chile,O&G - Upstream,Harsh >50% of activity duration,<200MM,Small,0.038622415,0.041629685,0.143147666,0.145919074,0.368178712,7,1,8,2,4,1,1,1,7,3,0.096685867,0.027577399,0.012229404,0.034317175,0.002289219,0.186407619,0.433482637,0.700694722,13,22.11
PR00035,Argentina,Renewables - Solar,Harsh >50% of activity duration,<200MM,Medium,0.050016708,0.027073402,0.185864571,0.121351676,0.20766291,8,1,0,0,1,1,6,2,7,0,0.049764596,0.039307448,0.025338627,0.021547714,0.009995848,0.16614176,0.330696749,0.55178105,14,21.72
PR00036,Chile,O&G - Downstream,Fair >80% of activity duration,<200MM,Medium,0.045069551,0.056385286,0.091784074,0.176616798,0.213208702,5,3,4,3,2,0,1,1,5,0,0.040732242,0.026646433,0.022698219,0.016025683,0.006275583,0.146427061,0.112281079,0.275149128,17,21.68
PR00037,Peru,Renewables - Wind,Fair >80% of activity duration,<2MM,Large,0.019532394,0.063427735,0.058317223,0.247341946,0.161942776,3,0,2,0,3,1,2,1,4,0,0.039844324,0.033527634,0.014432943,0.049818392,0.00718393,0.137972514,0.168248826,0.329435053,10,13.29
PR00038,Argentina,Renewables - Solar,Fair >80% of activity duration,<200MM,Small,0.024072514,0.012353995,0.109712177,0.080870821,0.394322726,4,4,2,2,4,2,0,0,8,2,0.06121914,0.023264624,0.022205408,0.039527242,0.008153898,0.153646491,0.071128794,0.235703974,21,25.95
PR00039,Argentina,Renewables - Solar,Harsh >50% of activity duration,<2MM,Large,0.028625971,0.022363491,0.090054615,0.295496638,0.152915111,4,4,8,0,5,3,5,4,4,2,0.044996267,0.026836756,0.016632826,0.029961219,0.011112162,0.163528527,0.131976798,0.317087296,6,7.9
PR00040,Argentina,Mining,Harsh >50% of activity duration,<200MM,Large,0.034012508,0.068866693,0.104985297,0.093514879,0.219711752,4,0,8,3,2,2,3,3,5,4,0.054280949,0.015638112,0.038715049,0.057486161,0.007751392,0.125937395,0.165392366,0.312158844,10,13.12
PR00041,Argentina,Mining,Fair >80% of activity duration,<20MM,Medium,0.028239366,0.038551023,0.075886752,0.125144035,0.105959174,7,1,1,0,7,0,8,2,6,4,0.05375116,0.008387085,0.017634019,0.041669103,0.010116442,0.098077139,0.428400374,0.568493796,17,26.66
PR00042,Peru,O&G - Downstream,Harsh >50% of activity duration,<200MM,Medium,0.034502226,0.021022532,0.135485656,0.170621384,0.23915789,6,2,3,3,3,2,4,2,6,2,0.041649292,0.023571542,0.014690322,0.051404889,0.008083523,0.162888939,0.201323419,0.397005716,15,20.96
PR00043,Chile,O&G - Upstream,Fair >50% of activity duration,<2MM,Large,0.0255831,0.046078549,0.200788223,0.205304072,0.168244362,5,2,0,0,5,2,7,3,8,1,0.038402047,0.030239601,0.007950287,0.029935029,0.0043126,0.184255085,0.183081384,0.401070146,16,22.42
PR00044,Peru,Mining,Harsh >50% of activity duration,<2MM,Large,0.057177198,0.023085393,0.136161141,0.308715849,0.128903545,4,4,3,0,8,2,5,2,3,3,0.048635496,0.02657178,0.016905203,0.024575094,0.011586362,0.188308489,0.122851146,0.334293548,9,12.01
PR00045,Argentina,Renewables - Solar,Harsh >50% of activity duration,<2MM,Small,0.050597138,0.020967492,0.116571814,0.361793997,0.546675125,5,4,1,1,8,3,2,2,5,4,0.036189239,0.024904551,0.012660647,0.032130711,0.00944696,0.278199609,0.062812122,0.358486038,22,29.89
PR00046,Argentina,Renewables - Solar,Harsh >50% of activity duration,<200MM,Medium,0.021964774,0.028328167,0.171091002,0.20928559,0.363925548,6,1,0,0,5,2,0,0,1,1,0.031526401,0.017267046,0.021526147,0.056122622,0.005517822,0.210914789,0.126868423,0.364541639,18,24.56
PR00047,Argentina,Renewables - Wind,Fair >80% of activity duration,<20MM,Small,0.029913798,0.064040618,0.10102317,0.185900744,0.110782106,4,2,4,2,2,2,7,0,8,4,0.1101171,0.020927852,0.023628038,0.059998731,0.006398665,0.129016393,0.424379347,0.608147632,23,36.99
PR00048,Argentina,Mining,Fair >80% of activity duration,<200MM,Small,0.020407333,0.056875173,0.049261598,0.123782119,0.30645633,6,2,1,1,0,0,8,4,6,2,0.026500729,0.030818899,0.018227088,0.049353316,0.010020304,0.126076133,0.222130923,0.376212463,11,15.14
PR00049,Peru,O&G - Upstream,Fair >50% of activity duration,<200MM,Medium,0.026644249,0.063605847,0.146863652,0.284447776,0.174964779,5,0,7,1,5,0,5,0,8,4,0.023044857,0.013569673,0.011500334,0.035434077,0.005800818,0.188914104,0.255887219,0.493142028,8,11.95
PR00050,Chile,O&G - Upstream,Fair >80% of activity duration,<20MM,Large,0.004982209,0.039749936,0.080650315,0.1326812,0.148521558,5,2,5,4,3,1,4,4,0,0,0.05528688,0.016950954,0.011679896,0.029575186,0.014537627,0.105001847,0.117129114,0.234429734,15,18.52
PR00051,Peru,O&G - Downstream,Harsh >50% of activity duration,<20MM,Small,0.019022825,0.052807588,0.2913167,0.202233043,0.207440962,3,1,6,3,1,1,1,1,3,0,0.042301823,0.019173996,0.021001747,0.015275734,0.012811771,0.226080871,0.109330195,0.360128532,21,28.56
PR00052,Argentina,Renewables - Solar,Fair >80% of activity duration,<200MM,Medium,0.042663776,0.03912634,0.094805434,0.182031954,0.130997174,5,3,3,0,2,1,1,1,4,0,0.085893784,0.028807076,0.019763818,0.050093505,0.010577002,0.131353456,0.185509889,0.34123071,23,30.85
PR00053,Argentina,Renewables - Wind,Harsh >50% of activity duration,<200MM,Large,0.023649428,0.061563357,0.12231794,0.186659093,0.307554009,2,1,7,1,6,3,6,2,2,1,0.032008261,0.046227115,0.018827636,0.043106965,0.007372545,0.175426231,0.255352615,0.475574393,10,14.76
PR00054,Peru,Mining,Fair >50% of activity duration,<200MM,Medium,0.017634941,0.016247991,0.210058088,0.159432326,0.191975623,0,0,6,1,0,0,0,0,4,0,0.050928149,0.023997598,0.021006808,0.030347606,0.007895259,0.175469192,0.073576832,0.261956491,24,30.29
PR00055,Argentina,Mining,Harsh >50% of activity duration,<20MM,Small,0.018115746,0.054263726,0.220062564,0.447404694,0.250803345,7,3,3,2,0,0,6,2,4,4,0.037855212,0.025125028,0.024515181,0.022125848,0.009049456,0.279649225,0.152748304,0.475113474,8,11.8
PR00056,Peru,O&G - Downstream,Fair >80% of activity duration,<2MM,Medium,0.049379607,0.13173018,0.109522546,0.167909886,0.177470448,3,2,6,2,2,1,2,1,1,0,0.023416974,0.027580387,0.01643536,0.042682115,0.006641858,0.148607485,0.093131534,0.255579062,7,8.79
PR00057,Chile,Renewables - Wind,Fair >50% of activity duration,<200MM,Small,0.043114963,0.054309317,0.230601636,0.099252513,0.283531226,1,0,6,1,8,4,8,2,3,3,0.037285537,0.032970573,0.007082765,0.022022188,0.011021306,0.19221686,0.173515233,0.399084647,7,9.79
PR00058,Peru,Mining,Fair >80% of activity duration,<2MM,Large,0.023132511,0.037495828,0.101022481,0.499804914,0.31955278,6,4,1,1,7,0,3,3,4,1,0.038480925,0.028240011,0.005825412,0.01985664,0.01229882,0.261918942,0.103462513,0.392480247,6,8.35
PR00059,Peru,O&G - Upstream,Harsh >50% of activity duration,<2MM,Small,0.046194508,0.046652597,0.097592549,0.341817877,0.327795191,7,3,5,2,1,0,0,0,5,0,0.04736029,0.023186726,0.017391559,0.025099222,0.020406289,0.221022678,0.248737986,0.524737399,8,12.2
PR00060,Chile,Mining,Harsh >50% of activity duration,<200MM,Large,0.006393264,0.050163024,0.205911397,0.19170835,0.095626057,1,1,3,3,6,2,6,3,2,2,0.04729274,0.033176853,0.029189529,0.040607142,0.010620714,0.163108742,0.131471914,0.316024874,14,18.42
PR00061,Peru,O&G - Downstream,Fair >50% of activity duration,<20MM,Medium,0.02062082,0.088401764,0.185194419,0.205323029,0.278260026,2,0,3,2,6,0,0,0,6,1,0.023620642,0.023070767,0.01837585,0.033531077,0.014190116,0.200901975,0.162497669,0.396045747,17,23.73
PR00062,Peru,O&G - Downstream,Fair >80% of activity duration,<20MM,Medium,0.04655641,0.023825481,0.124472507,0.278600803,0.298273756,5,2,1,1,4,2,1,0,4,3,0.033136303,0.042796268,0.008708757,0.052846423,0.013143131,0.205854371,0.113205088,0.342363222,8,10.74
PR00063,Argentina,Mining,Harsh >50% of activity duration,<20MM,Medium,0.01126667,0.048417228,0.150927072,0.232722689,0.098223327,8,4,8,3,2,2,0,0,4,4,0.048241528,0.031511348,0.009119753,0.033441819,0.013913305,0.15506983,0.170924526,0.352499593,18,24.34
PR00064,Chile,Mining,Fair >50% of activity duration,<200MM,Medium,0.038238683,0.048113254,0.154749749,0.242272138,0.156012023,4,0,7,4,8,1,8,0,2,2,0.069818304,0.024305921,0.011667971,0.035710091,0.01171715,0.177749279,0.405331478,0.655128135,18,29.79
PR00065,Argentina,Renewables - Solar,Fair >50% of activity duration,<20MM,Medium,0.030033318,0.032252914,0.102909164,0.063841137,0.145453484,0,0,8,3,0,0,2,1,4,0,0.063685847,0.026761948,0.005973382,0.031152798,0.009111902,0.098527679,0.101972695,0.210547507,18,21.79
PR00066,Chile,Mining,Fair >80% of activity duration,<20MM,Small,0.037593166,0.067813343,0.090094682,0.224549689,0.199372576,1,1,7,2,1,1,0,0,5,2,0.049941837,0.015770858,0.015184955,0.04275657,0.008046029,0.156066253,0.051737088,0.215877755,21,25.53
PR00067,Argentina,O&G - Downstream,Harsh >50% of activity duration,<200MM,Small,0.049086537,0.142167265,0.191970893,0.146107926,0.20237518,8,4,0,0,2,1,6,0,0,0,0.023715404,0.01784468,0.015207018,0.047258864,0.009732588,0.180475768,0.234652387,0.457477225,24,34.98
PR00068,Peru,Renewables - Wind,Harsh >50% of activity duration,<20MM,Small,0.084631676,0.01123711,0.146289085,0.362496131,0.220944526,3,3,8,0,1,1,0,0,5,0,0.060532196,0.028308522,0.011604351,0.035939133,0.015341843,0.233173153,0.155973077,0.425514964,15,21.38
PR00069,Argentina,O&G - Upstream,Fair >50% of activity duration,<20MM,Small,0.055525811,0.074623157,0.192238585,0.283604363,0.485638928,5,2,6,0,1,0,4,2,0,0,0.024876126,0.030963618,0.016630627,0.042057386,0.008537468,0.276717139,0.1685848,0.491952243,9,13.43
PR00070,Chile,Renewables - Solar,Fair >80% of activity duration,<20MM,Medium,0.01928625,0.029856444,0.050076223,0.312729157,0.114662211,3,3,2,2,1,1,2,2,1,1,0.065520922,0.01331347,0.013182846,0.051073398,0.006643487,0.143096063,0,0.143096063,7,8
PR00071,Chile,Renewables - Solar,Harsh >50% of activity duration,<2MM,Small,0.016061194,0.028983869,0.187699408,0.197697816,0.209815786,2,0,6,2,4,3,7,1,8,1,0.046732131,0.025398482,0.015499201,0.046573673,0.006935483,0.181816757,0.315599637,0.554797696,9,13.99
PR00072,Peru,Renewables - Wind,Harsh >50% of activity duration,<200MM,Medium,0.055695725,0.055304043,0.207952498,0.066181414,0.1716312,0,0,4,1,1,1,5,3,2,1,0.046424541,0.018162454,0.013495889,0.045479151,0.010161482,0.154050797,0.083807041,0.250768379,7,8.76
PR00073,Chile,O&G - Upstream,Fair >50% of activity duration,<200MM,Large,0.020212712,0.051568151,0.104681614,0.177462661,0.169576247,5,1,7,2,6,1,7,0,3,3,0.0292545,0.007128148,0.015081514,0.021120349,0.009838426,0.136658279,0.209094308,0.374327055,10,13.74
PR00074,Argentina,Mining,Harsh >50% of activity duration,<2MM,Small,0.028876915,0.062068254,0.214177436,0.210230529,0.308892209,5,2,2,2,3,3,0,0,8,4,0.066807752,0.015960783,0.024623245,0.023577361,0.00804201,0.220841216,0.152421993,0.406924268,7,9.85
PR00075,Chile,Mining,Fair >80% of activity duration,<200MM,Large,0.027106148,0.025905424,0.148204148,0.162337875,0.102332443,7,0,5,3,0,0,4,0,1,1,0.052108466,0.010500013,0.017566503,0.065295835,0.008304691,0.136521319,0.382915569,0.571713026,8,12.57
PR00076,Chile,O&G - Downstream,Fair >80% of activity duration,<200MM,Medium,0.036652511,0.14727332,0.090549049,0.084320204,0.230517835,5,4,3,3,0,0,2,0,3,1,0.059855907,0.019673928,0.020355594,0.026869757,0.006305487,0.124146041,0.080768227,0.214941324,13,15.79
PR00077,Argentina,Renewables - Solar,Fair >50% of activity duration,<2MM,Small,0.018369889,0.012813149,0.111714185,0.328694093,0.161705601,3,2,1,1,0,0,0,0,5,0,0.032060792,0.022747221,0.014260428,0.030547129,0.008165628,0.180868152,0.060064618,0.251796546,6,7.51
PR00078,Argentina,Renewables - Solar,Harsh >50% of activity duration,<20MM,Large,0.043212544,0.011241507,0.178083389,0.118231542,0.372699026,5,1,1,1,3,3,8,2,2,0,0.051452534,0.021597926,0.015982074,0.030320882,0.007030344,0.192607835,0.246701946,0.486826508,16,23.79
PR00079,Chile,O&G - Upstream,Fair >80% of activity duration,<20MM,Small,0.014056095,0.028970306,0.076272351,0.120551109,0.163431367,2,2,7,0,6,4,2,2,8,1,0.050021304,0.015728067,0.013583931,0.061774509,0.016048134,0.104323085,0.164454637,0.285934138,16,20.57
PR00080,Chile,Renewables - Solar,Fair >80% of activity duration,<20MM,Large,0.062105377,0.019009879,0.035303927,0.120845991,0.169689255,4,1,5,2,2,1,0,0,5,1,0.023808637,0.021506329,0.021841745,0.047076262,0.0102584,0.100790057,0.117391664,0.230013634,18,22.14
PR00081,Peru,Renewables - Wind,Fair >50% of activity duration,<2MM,Medium,0.047089398,0.069631978,0.179119642,0.25863521,0.179097923,1,0,4,3,3,1,1,1,7,1,0.041651852,0.027869166,0.024179614,0.033420613,0.007698194,0.200311953,0.105114096,0.326481658,20,26.53
PR00082,Chile,O&G - Upstream,Fair >50% of activity duration,<2MM,Medium,0.033852186,0.035921346,0.087305001,0.53745225,0.545170292,7,4,8,1,5,3,1,0,5,4,0.036279455,0.029547429,0.025527139,0.0600922,0.008469563,0.315450848,0.207746242,0.588730818,7,11.12
PR00083,Chile,Mining,Fair >80% of activity duration,<200MM,Medium,0.0201768,0.024071612,0.056942831,0.315582751,0.316108043,5,4,0,0,1,0,6,2,0,0,0.054463389,0.028695477,0.011830572,0.031792888,0.008172672,0.186921347,0.11489625,0.323294159,14,18.53
PR00084,Peru,O&G - Upstream,Harsh >50% of activity duration,<2MM,Large,0.071040526,0.02645126,0.186598028,0.201200198,0.136302736,1,1,0,0,6,4,5,1,0,0,0.051752904,0.035529731,0.039040323,0.035312946,0.006136146,0.181342512,0.123791393,0.327582547,7,9.29
PR00085,Argentina,Mining,Fair >50% of activity duration,<20MM,Large,0.054106287,0.036012569,0.085841882,0.132535008,0.167589057,0,0,8,0,8,2,4,2,2,2,0.062156852,0.035336493,0.019718421,0.020978927,0.006034354,0.122942267,0.183272155,0.328746317,19,25.25
PR00086,Argentina,Mining,Fair >80% of activity duration,<2MM,Small,0.02461378,0.043645138,0.114659348,0.238149207,0.310008772,2,2,3,1,1,0,4,0,1,1,0.045098019,0.037689262,0.021683635,0.049690687,0.010501052,0.187645958,0.15648195,0.373491113,22,30.22
PR00087,Chile,Renewables - Wind,Fair >50% of activity duration,<20MM,Medium,0.017840476,0.045030128,0.083419613,0.183101376,0.157515424,6,2,1,1,5,1,5,1,5,4,0.030651845,0.03461188,0.016476806,0.036153487,0.003460553,0.126512968,0.196746962,0.348150973,20,26.96
PR00088,Peru,Renewables - Solar,Fair >80% of activity duration,<20MM,Large,0.014796766,0.019006572,0.049480097,0.343829302,0.161424803,2,2,3,1,3,2,1,0,7,0,0.043570661,0.028447149,0.014438374,0.010989512,0.007992163,0.15987531,0.089671037,0.263882531,22,27.81
PR00089,Argentina,Renewables - Wind,Fair >50% of activity duration,<20MM,Large,0.028505966,0.05626244,0.087747132,0.225291761,0.138225178,1,1,8,3,8,3,6,4,1,0,0.057687428,0.042339584,0.020399062,0.033028742,0.009875227,0.14027103,0.174601645,0.339364228,8,10.71
PR00090,Peru,Mining,Fair >80% of activity duration,<200MM,Small,0.047809183,0.050927704,0.09028935,0.083274528,0.267189572,1,1,0,0,1,0,4,3,4,0,0.02976006,0.023366717,0.008646297,0.016518863,0.015355523,0.129034694,0.075656559,0.214453573,23,27.93
PR00091,Chile,Mining,Fair >80% of activity duration,<20MM,Medium,0.023599636,0.041642019,0.076096754,0.175088061,0.130790348,1,1,6,0,8,0,2,2,7,3,0.017531096,0.035260603,0.024734974,0.031966199,0.009313945,0.117105199,0.210242942,0.351968683,11,14.87
PR00092,Peru,Renewables - Wind,Fair >80% of activity duration,<2MM,Small,0.064467344,0.067923873,0.064056972,0.106921263,0.177137941,8,1,7,1,4,0,7,2,7,3,0.055974981,0.020126542,0.021698597,0.025812192,0.00654882,0.112639785,0.424389707,0.584832659,13,20.6
PR00093,Argentina,Renewables - Solar,Harsh >50% of activity duration,<20MM,Small,0.038319492,0.006943508,0.198790309,0.577676683,0.320868642,3,2,8,4,0,0,2,2,2,2,0.019355555,0.020953522,0.014106777,0.050622855,0.016722307,0.326919905,0.040948264,0.381254972,17,23.48
PR00094,Peru,Mining,Fair >50% of activity duration,<20MM,Medium,0.03566177,0.036464649,0.077089211,0.237006256,0.176772435,6,2,2,0,8,4,8,0,3,3,0.041781856,0.012364957,0.01427352,0.020822964,0.009881478,0.148030723,0.237429189,0.420606727,12,17.05
PR00095,Argentina,O&G - Downstream,Fair >50% of activity duration,<2MM,Small,0.024172896,0.052720585,0.055546534,0.376909888,0.120407215,0,0,7,2,3,3,7,1,8,2,0.02482952,0.00692306,0.011862518,0.044794634,0.006299108,0.168052276,0.211170684,0.414710674,24,33.95
